seed,sim_gens,min_K,max_K,period,init_K,init_dec,init_corin,init_ednrb,init_opt,final_opt,fitness_width,lambda,replicate
4825276125864,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,21
4264175053333,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,22
8230515590667,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,23
4760665653585,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,24
4867454338380,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,25
7777992654197,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,26
4814892927410,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,27
3799092854641,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,28
3719042396393,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,29
4154094622861,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,3
4920074938655,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,30
3665972093694,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,4
4909304830071,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,5
4342365353528,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,6
4243204967328,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,7
7929724063329,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,8
4791051981987,80,500,5000,9,2750,F,0.01,0.01,0.13,0.876,0.7805,4,9
8019864536402,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,1
2005736102619,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,10
3649572004088,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,11
8044574650145,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,12
3775132720432,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,13
7845313374091,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,14
4084134343474,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,15
7948554153060,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,16
8038744626989,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,17
4823623278576,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,18
4233794928615,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,19
3705382318119,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,2
7932404071226,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,20
4097124387045,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,21
7782262689981,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,22
3942903743207,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,23
4839593868176,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,24
1999196066708,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,25
4252365011503,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,26
8142645145181,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,27
8131895092465,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,28
4915854901172,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,29
3647501993306,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,3
3740292515499,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,30
4900334727147,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,4
7729102247732,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,5
3878883362627,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,6
7762622533154,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,7
1947725792406,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,8
8041544636998,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,15,9
4919294923877,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,4,1
4791632001592,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,4,10
4822396101655,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,4,11
7996794404258,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,4,12
4832976176698,80,500,5000,9,2750,F,0.01,0.05,0.13,0.876,0.5446,4,13
