seed,sim_gens,init_corin,init_ednrb,init_opt,final_opt,fitness_width,lambda,replicate
2768169635245,80,0,0,0.13,0.876,0.6562,15,24
2296568624301,80,0,0,0.13,0.876,0.6562,15,25
2131798283237,80,0,0,0.13,0.876,0.6562,15,26
2723639539786,80,0,0,0.13,0.876,0.6562,15,27
2180948382067,80,0,0,0.13,0.876,0.6562,15,28
2667229416254,80,0,0,0.13,0.876,0.6562,15,29
2383978814649,80,0,0,0.13,0.876,0.6562,15,3
2142648306719,80,0,0,0.13,0.876,0.6562,15,30
2638229353799,80,0,0,0.13,0.876,0.6562,15,4
2286028599853,80,0,0,0.13,0.876,0.6562,15,5
2537369141976,80,0,0,0.13,0.876,0.6562,15,6
2786469675757,80,0,0,0.13,0.876,0.6562,15,7
2133238286141,80,0,0,0.13,0.876,0.6562,15,8
2424618897976,80,0,0,0.13,0.876,0.6562,15,9
2555789182843,80,0,0,0.13,0.876,0.6562,4,1
2250558532698,80,0,0,0.13,0.876,0.6562,4,10
2303778639742,80,0,0,0.13,0.876,0.6562,4,11
2739349573422,80,0,0,0.13,0.876,0.6562,4,12
2579399224397,80,0,0,0.13,0.876,0.6562,4,13
2345378729364,80,0,0,0.13,0.876,0.6562,4,14
2638819354550,80,0,0,0.13,0.876,0.6562,4,15
2470578998962,80,0,0,0.13,0.876,0.6562,4,16
2775049651234,80,0,0,0.13,0.876,0.6562,4,17
2311578657309,80,0,0,0.13,0.876,0.6562,4,18
2711129512855,80,0,0,0.13,0.876,0.6562,4,19
2525619118645,80,0,0,0.13,0.876,0.6562,4,2
2034378079062,80,0,0,0.13,0.876,0.6562,4,20
2169898358027,80,0,0,0.13,0.876,0.6562,4,21
2339588716886,80,0,0,0.13,0.876,0.6562,4,22
2549259167525,80,0,0,0.13,0.876,0.6562,4,23
2067408142029,80,0,0,0.13,0.876,0.6562,4,24
2553049176006,80,0,0,0.13,0.876,0.6562,4,25
2700469489164,80,0,0,0.13,0.876,0.6562,4,26
2111158239364,80,0,0,0.13,0.876,0.6562,4,27
2437738926901,80,0,0,0.13,0.876,0.6562,4,28
1964617933181,80,0,0,0.13,0.876,0.6562,4,29
2235618501000,80,0,0,0.13,0.876,0.6562,4,3
2693599474830,80,0,0,0.13,0.876,0.6562,4,30
1993707994711,80,0,0,0.13,0.876,0.6562,4,4
2554259180349,80,0,0,0.13,0.876,0.6562,4,5
2304008639853,80,0,0,0.13,0.876,0.6562,4,6
2049508105386,80,0,0,0.13,0.876,0.6562,4,7
2703189494672,80,0,0,0.13,0.876,0.6562,4,8
2196178414807,80,0,0,0.13,0.876,0.6562,4,9
2587069240528,80,0,0,0.13,0.876,0.7805,15,1
2231698493288,80,0,0,0.13,0.876,0.7805,15,10
2306908644156,80,0,0,0.13,0.876,0.7805,15,11
2728819549892,80,0,0,0.13,0.876,0.7805,15,12
2564569201638,80,0,0,0.13,0.876,0.7805,15,13
2316258666119,80,0,0,0.13,0.876,0.7805,15,14
2612429296702,80,0,0,0.13,0.876,0.7805,15,15
2461868980461,80,0,0,0.13,0.876,0.7805,15,16
2794479693397,80,0,0,0.13,0.876,0.7805,15,17
2295188621422,80,0,0,0.13,0.876,0.7805,15,18
2703219494684,80,0,0,0.13,0.876,0.7805,15,19
2496919057296,80,0,0,0.13,0.876,0.7805,15,2
2025398060892,80,0,0,0.13,0.876,0.7805,15,20
2147448318066,80,0,0,0.13,0.876,0.7805,15,21
2323198682603,80,0,0,0.13,0.876,0.7805,15,22
2535489138479,80,0,0,0.13,0.876,0.7805,15,23
2091278192307,80,0,0,0.13,0.876,0.7805,15,24
2531179128674,80,0,0,0.13,0.876,0.7805,15,25
2714069519296,80,0,0,0.13,0.876,0.7805,15,26
2100758215551,80,0,0,0.13,0.876,0.7805,15,27
2433408918637,80,0,0,0.13,0.876,0.7805,15,28
1933187878382,80,0,0,0.13,0.876,0.7805,15,29
2246098524835,80,0,0,0.13,0.876,0.7805,15,3
2717359527375,80,0,0,0.13,0.876,0.7805,15,30
2013658034796,80,0,0,0.13,0.876,0.7805,15,4
2585209237063,80,0,0,0.13,0.876,0.7805,15,5
2299718630083,80,0,0,0.13,0.876,0.7805,15,6
2059128124371,80,0,0,0.13,0.876,0.7805,15,7
2711069512783,80,0,0,0.13,0.876,0.7805,15,8
2177538375771,80,0,0,0.13,0.876,0.7805,15,9
1926657519723,80,0,0,0.13,0.876,0.7805,4,1
2401038846499,80,0,0,0.13,0.876,0.7805,4,10
2539029145073,80,0,0,0.13,0.876,0.7805,4,11
2112728242076,80,0,0,0.13,0.876,0.7805,4,12
2279188585874,80,0,0,0.13,0.876,0.7805,4,13
2519739109285,80,0,0,0.13,0.876,0.7805,4,14
2012708033198,80,0,0,0.13,0.876,0.7805,4,15
2162348341772,80,0,0,0.13,0.876,0.7805,4,16
2040438092222,80,0,0,0.13,0.876,0.7805,4,17
2550409170275,80,0,0,0.13,0.876,0.7805,4,18
2134178289266,80,0,0,0.13,0.876,0.7805,4,19
1926647519724,80,0,0,0.13,0.876,0.7805,4,2
2599099266276,80,0,0,0.13,0.876,0.7805,4,20
2475279010510,80,0,0,0.13,0.876,0.7805,4,21
2514339097364,80,0,0,0.13,0.876,0.7805,4,22
2315758664980,80,0,0,0.13,0.876,0.7805,4,23
2747099589425,80,0,0,0.13,0.876,0.7805,4,24
2309168649152,80,0,0,0.13,0.876,0.7805,4,25
2128188275979,80,0,0,0.13,0.876,0.7805,4,26
2742079580211,80,0,0,0.13,0.876,0.7805,4,27
2193928411734,80,0,0,0.13,0.876,0.7805,4,28
2686679459022,80,0,0,0.13,0.876,0.7805,4,29
2378888804472,80,0,0,0.13,0.876,0.7805,4,3
2116978250123,80,0,0,0.13,0.876,0.7805,4,30
2612389296693,80,0,0,0.13,0.876,0.7805,4,4
2264798557175,80,0,0,0.13,0.876,0.7805,4,5
2543459156338,80,0,0,0.13,0.876,0.7805,4,6
2784959672401,80,0,0,0.13,0.876,0.7805,4,7
2125018270082,80,0,0,0.13,0.876,0.7805,4,8
2451448956251,80,0,0,0.13,0.876,0.7805,4,9
2622749320924,80,0,0.01,0.13,0.876,0.5446,15,1
2087018184495,80,0,0.01,0.13,0.876,0.5446,15,10
2020998051912,80,0,0.01,0.13,0.876,0.5446,15,11
2469668997295,80,0,0.01,0.13,0.876,0.5446,15,12
2634579343742,80,0,0.01,0.13,0.876,0.5446,15,13
1949757902829,80,0,0.01,0.13,0.876,0.5446,15,14
2575069214860,80,0,0.01,0.13,0.876,0.5446,15,15
2737559568804,80,0,0.01,0.13,0.876,0.5446,15,16
2409748864609,80,0,0.01,0.13,0.876,0.5446,15,17
2031508073258,80,0,0.01,0.13,0.876,0.5446,15,18
2449988953520,80,0,0.01,0.13,0.876,0.5446,15,19
2678049438268,80,0,0.01,0.13,0.876,0.5446,15,2
2310398653569,80,0,0.01,0.13,0.876,0.5446,15,20
2107908231696,80,0,0.01,0.13,0.876,0.5446,15,21
1957677920396,80,0,0.01,0.13,0.876,0.5446,15,22
2603039277065,80,0,0.01,0.13,0.876,0.5446,15,23
2238568506158,80,0,0.01,0.13,0.876,0.5446,15,24
2597809263817,80,0,0.01,0.13,0.876,0.5446,15,25
2433868919345,80,0,0.01,0.13,0.876,0.5446,15,26
2166008349049,80,0,0.01,0.13,0.876,0.5446,15,27
2720409533895,80,0,0.01,0.13,0.876,0.5446,15,28
2331108699310,80,0,0.01,0.13,0.876,0.5446,15,29
2068978147765,80,0,0.01,0.13,0.876,0.5446,15,3
2433878919347,80,0,0.01,0.13,0.876,0.5446,15,30
2270848567701,80,0,0.01,0.13,0.876,0.5446,15,4
2621759316767,80,0,0.01,0.13,0.876,0.5446,15,5
2038038087450,80,0,0.01,0.13,0.876,0.5446,15,6
2208678442100,80,0,0.01,0.13,0.876,0.5446,15,7
2426368901137,80,0,0.01,0.13,0.876,0.5446,15,8
2134928292492,80,0,0.01,0.13,0.876,0.5446,15,9
2011648030870,80,0,0.01,0.13,0.876,0.5446,4,1
2757209612791,80,0,0.01,0.13,0.876,0.5446,4,10
2603919278201,80,0,0.01,0.13,0.876,0.5446,4,11
2158248331761,80,0,0.01,0.13,0.876,0.5446,4,12
1990917989197,80,0,0.01,0.13,0.876,0.5446,4,13
2668589419890,80,0,0.01,0.13,0.876,0.5446,4,14
2269958565276,80,0,0.01,0.13,0.876,0.5446,4,15
2097078206519,80,0,0.01,0.13,0.876,0.5446,4,16
2216958460914,80,0,0.01,0.13,0.876,0.5446,4,17
2594899258410,80,0,0.01,0.13,0.876,0.5446,4,18
2174588367753,80,0,0.01,0.13,0.876,0.5446,4,19
1939567889948,80,0,0.01,0.13,0.876,0.5446,4,2
2533509132906,80,0,0.01,0.13,0.876,0.5446,4,20
2730279554949,80,0,0.01,0.13,0.876,0.5446,4,21
2662649406755,80,0,0.01,0.13,0.876,0.5446,4,22
2027418064809,80,0,0.01,0.13,0.876,0.5446,4,23
2389548818900,80,0,0.01,0.13,0.876,0.5446,4,24
2023478056855,80,0,0.01,0.13,0.876,0.5446,4,25
2201888426884,80,0,0.01,0.13,0.876,0.5446,4,26
2466198988984,80,0,0.01,0.13,0.876,0.5446,4,27
2119798255384,80,0,0.01,0.13,0.876,0.5446,4,28
2505379075095,80,0,0.01,0.13,0.876,0.5446,4,29
2770349641709,80,0,0.01,0.13,0.876,0.5446,4,3
2190078402497,80,0,0.01,0.13,0.876,0.5446,4,30
2575129214887,80,0,0.01,0.13,0.876,0.5446,4,4
2009608027340,80,0,0.01,0.13,0.876,0.5446,4,5
2589329248067,80,0,0.01,0.13,0.876,0.5446,4,6
2422728894473,80,0,0.01,0.13,0.876,0.5446,4,7
2198728419298,80,0,0.01,0.13,0.876,0.5446,4,8
2705959501727,80,0,0.01,0.13,0.876,0.5446,4,9
2432838918306,80,0,0.01,0.13,0.876,0.6562,15,1
2346218731093,80,0,0.01,0.13,0.876,0.6562,15,10
2158158331730,80,0,0.01,0.13,0.876,0.6562,15,11
2603949278245,80,0,0.01,0.13,0.876,0.6562,15,12
2444268940008,80,0,0.01,0.13,0.876,0.6562,15,13
2249038529541,80,0,0.01,0.13,0.876,0.6562,15,14
2716189526048,80,0,0.01,0.13,0.876,0.6562,15,15
2542989153977,80,0,0.01,0.13,0.876,0.6562,15,16
2642209364223,80,0,0.01,0.13,0.876,0.6562,15,17
2170118360416,80,0,0.01,0.13,0.876,0.6562,15,18
2630109334775,80,0,0.01,0.13,0.876,0.6562,15,19
2393838828991,80,0,0.01,0.13,0.876,0.6562,15,2
2107808231413,80,0,0.01,0.13,0.876,0.6562,15,20
2315778664981,80,0,0.01,0.13,0.876,0.6562,15,21
2242378515782,80,0,0.01,0.13,0.876,0.6562,15,22
2475129010492,80,0,0.01,0.13,0.876,0.6562,15,23
1938157887410,80,0,0.01,0.13,0.876,0.6562,15,24
2475399010517,80,0,0.01,0.13,0.876,0.6562,15,25
2622679320451,80,0,0.01,0.13,0.876,0.6562,15,26
2038248088356,80,0,0.01,0.13,0.876,0.6562,15,27
2578329222402,80,0,0.01,0.13,0.876,0.6562,15,28
2090398190638,80,0,0.01,0.13,0.876,0.6562,15,29
2330978699202,80,0,0.01,0.13,0.876,0.6562,15,3
2612519297581,80,0,0.01,0.13,0.876,0.6562,15,30
2115548247558,80,0,0.01,0.13,0.876,0.6562,15,4
2427288903064,80,0,0.01,0.13,0.876,0.6562,15,5
2163128343218,80,0,0.01,0.13,0.876,0.6562,15,6
1975987957484,80,0,0.01,0.13,0.876,0.6562,15,7
2619719312785,80,0,0.01,0.13,0.876,0.6562,15,8
2289598609259,80,0,0.01,0.13,0.876,0.6562,15,9
2201848426837,80,0,0.01,0.13,0.876,0.6562,4,1
2501779068246,80,0,0.01,0.13,0.876,0.6562,4,10
2468008994635,80,0,0.01,0.13,0.876,0.6562,4,11
2020718050960,80,0,0.01,0.13,0.876,0.6562,4,12
2183148387859,80,0,0.01,0.13,0.876,0.6562,4,13
2367138778916,80,0,0.01,0.13,0.876,0.6562,4,14
2115578247570,80,0,0.01,0.13,0.876,0.6562,4,15
2298488628387,80,0,0.01,0.13,0.876,0.6562,4,16
1984877976631,80,0,0.01,0.13,0.876,0.6562,4,17
2457788972151,80,0,0.01,0.13,0.876,0.6562,4,18
1998718005545,80,0,0.01,0.13,0.876,0.6562,4,19
2226748480495,80,0,0.01,0.13,0.876,0.6562,4,2
2728899550941,80,0,0.01,0.13,0.876,0.6562,4,20
2533569132965,80,0,0.01,0.13,0.876,0.6562,4,21
2374788795658,80,0,0.01,0.13,0.876,0.6562,4,22
2148998321519,80,0,0.01,0.13,0.876,0.6562,4,23
2688009461822,80,0,0.01,0.13,0.876,0.6562,4,24
2148398320732,80,0,0.01,0.13,0.876,0.6562,4,25
2011678030894,80,0,0.01,0.13,0.876,0.6562,4,26
2591309251257,80,0,0.01,0.13,0.876,0.6562,4,27
2275788576689,80,0,0.01,0.13,0.876,0.6562,4,28
2744939585202,80,0,0.01,0.13,0.876,0.6562,4,29
2519189107400,80,0,0.01,0.13,0.876,0.6562,4,3
2015768038566,80,0,0.01,0.13,0.876,0.6562,4,30
2716179525919,80,0,0.01,0.13,0.876,0.6562,4,4
2200018424701,80,0,0.01,0.13,0.876,0.6562,4,5
2464328985089,80,0,0.01,0.13,0.876,0.6562,4,6
2653869389610,80,0,0.01,0.13,0.876,0.6562,4,7
2006478021652,80,0,0.01,0.13,0.876,0.6562,4,8
2559329189182,80,0,0.01,0.13,0.876,0.6562,4,9
2174418367684,80,0,0.01,0.13,0.876,0.7805,15,1
2520539110163,80,0,0.01,0.13,0.876,0.7805,15,10
2465558987012,80,0,0.01,0.13,0.876,0.7805,15,11
2038178087558,80,0,0.01,0.13,0.876,0.7805,15,12
2194248412290,80,0,0.01,0.13,0.876,0.7805,15,13
2401178846965,80,0,0.01,0.13,0.876,0.7805,15,14
2145288311256,80,0,0.01,0.13,0.876,0.7805,15,15
2307858645253,80,0,0.01,0.13,0.876,0.7805,15,16
1967607938613,80,0,0.01,0.13,0.876,0.7805,15,17
2475059010470,80,0,0.01,0.13,0.876,0.7805,15,18
2006538021689,80,0,0.01,0.13,0.876,0.7805,15,19
2255988544141,80,0,0.01,0.13,0.876,0.7805,15,2
2737769569630,80,0,0.01,0.13,0.876,0.7805,15,20
2552979175279,80,0,0.01,0.13,0.876,0.7805,15,21
2392618825809,80,0,0.01,0.13,0.876,0.7805,15,22
2165998349047,80,0,0.01,0.13,0.876,0.7805,15,23
2666909414546,80,0,0.01,0.13,0.876,0.7805,15,24
2170828361230,80,0,0.01,0.13,0.876,0.7805,15,25
1996648001877,80,0,0.01,0.13,0.876,0.7805,15,26
2602979277021,80,0,0.01,0.13,0.876,0.7805,15,27
2278918585006,80,0,0.01,0.13,0.876,0.7805,15,28
2771949644945,80,0,0.01,0.13,0.876,0.7805,15,29
2507059080260,80,0,0.01,0.13,0.876,0.7805,15,3
1991767991087,80,0,0.01,0.13,0.876,0.7805,15,30
2699189487001,80,0,0.01,0.13,0.876,0.7805,15,4
2172518363880,80,0,0.01,0.13,0.876,0.7805,15,5
2467978994600,80,0,0.01,0.13,0.876,0.7805,15,6
2645729370194,80,0,0.01,0.13,0.876,0.7805,15,7
1998748005550,80,0,0.01,0.13,0.876,0.7805,15,8
2581979229839,80,0,0.01,0.13,0.876,0.7805,15,9
2448138948024,80,0,0.01,0.13,0.876,0.7805,4,1
2315898665967,80,0,0.01,0.13,0.876,0.7805,4,10
2165978349048,80,0,0.01,0.13,0.876,0.7805,4,11
2590269249781,80,0,0.01,0.13,0.876,0.7805,4,12
2434708921312,80,0,0.01,0.13,0.876,0.7805,4,13
2231678492933,80,0,0.01,0.13,0.876,0.7805,4,14
2697219483429,80,0,0.01,0.13,0.876,0.7805,4,15
2542839153848,80,0,0.01,0.13,0.876,0.7805,4,16
2658219396138,80,0,0.01,0.13,0.876,0.7805,4,17
2148938321319,80,0,0.01,0.13,0.876,0.7805,4,18
2619779312858,80,0,0.01,0.13,0.876,0.7805,4,19
2373008790327,80,0,0.01,0.13,0.876,0.7805,4,2
2103998221953,80,0,0.01,0.13,0.876,0.7805,4,20
2295208621430,80,0,0.01,0.13,0.876,0.7805,4,21
2238838507457,80,0,0.01,0.13,0.876,0.7805,4,22
2456068968277,80,0,0.01,0.13,0.876,0.7805,4,23
1961807928186,80,0,0.01,0.13,0.876,0.7805,4,24
2461758980276,80,0,0.01,0.13,0.876,0.7805,4,25
2623899323906,80,0,0.01,0.13,0.876,0.7805,4,26
2018168046201,80,0,0.01,0.13,0.876,0.7805,4,27
2564119200322,80,0,0.01,0.13,0.876,0.7805,4,28
2072128153588,80,0,0.01,0.13,0.876,0.7805,4,29
2335718709047,80,0,0.01,0.13,0.876,0.7805,4,3
2638119352395,80,0,0.01,0.13,0.876,0.7805,4,30
2148428320742,80,0,0.01,0.13,0.876,0.7805,4,4
2446098944571,80,0,0.01,0.13,0.876,0.7805,4,5
2158218331744,80,0,0.01,0.13,0.876,0.7805,4,6
1978137962876,80,0,0.01,0.13,0.876,0.7805,4,7
2630009334723,80,0,0.01,0.13,0.876,0.7805,4,8
2259028552517,80,0,0.01,0.13,0.876,0.7805,4,9
2751259600675,80,0,0.05,0.13,0.876,0.5446,15,1
2003898016443,80,0,0.05,0.13,0.876,0.5446,15,10
2042378097433,80,0,0.05,0.13,0.876,0.5446,15,11
2490109042190,80,0,0.05,0.13,0.876,0.5446,15,12
2769229639199,80,0,0.05,0.13,0.876,0.5446,15,13
2138978300259,80,0,0.05,0.13,0.876,0.5446,15,14
2392628826042,80,0,0.05,0.13,0.876,0.5446,15,15
2658299396342,80,0,0.05,0.13,0.876,0.5446,15,16
2542649151866,80,0,0.05,0.13,0.876,0.5446,15,17
2057198118556,80,0,0.05,0.13,0.876,0.5446,15,18
2525609118519,80,0,0.05,0.13,0.876,0.5446,15,19
2714089519301,80,0,0.05,0.13,0.876,0.5446,15,2
2223108472833,80,0,0.05,0.13,0.876,0.5446,15,20
1978107962861,80,0,0.05,0.13,0.876,0.5446,15,21
2144148309750,80,0,0.05,0.13,0.876,0.5446,15,22
2786459675637,80,0,0.05,0.13,0.876,0.5446,15,23
2270968568032,80,0,0.05,0.13,0.876,0.5446,15,24
2790169683739,80,0,0.05,0.13,0.876,0.5446,15,25
2496139055531,80,0,0.05,0.13,0.876,0.5446,15,26
2357138756171,80,0,0.05,0.13,0.876,0.5446,15,27
2687129460030,80,0,0.05,0.13,0.876,0.5446,15,28
2194138412278,80,0,0.05,0.13,0.876,0.5446,15,29
1989317984657,80,0,0.05,0.13,0.876,0.5446,15,3
2510979088480,80,0,0.05,0.13,0.876,0.5446,15,30
2239748510758,80,0,0.05,0.13,0.876,0.5446,15,4
2752829603320,80,0,0.05,0.13,0.876,0.5446,15,5
2063618135425,80,0,0.05,0.13,0.876,0.5446,15,6
2294348618327,80,0,0.05,0.13,0.876,0.5446,15,7
2501749068212,80,0,0.05,0.13,0.876,0.5446,15,8
1953267909273,80,0,0.05,0.13,0.876,0.5446,15,9
2079558170147,80,0,0.05,0.13,0.876,0.5446,4,1
2615909305681,80,0,0.05,0.13,0.876,0.5446,4,10
2793369689228,80,0,0.05,0.13,0.876,0.5446,4,11
2354318750552,80,0,0.05,0.13,0.876,0.5446,4,12
2068128144638,80,0,0.05,0.13,0.876,0.5446,4,13
2708349506196,80,0,0.05,0.13,0.876,0.5446,4,14
2239508510140,80,0,0.05,0.13,0.876,0.5446,4,15
1971597948194,80,0,0.05,0.13,0.876,0.5446,4,16
2306288643198,80,0,0.05,0.13,0.876,0.5446,4,17
2781239662519,80,0,0.05,0.13,0.876,0.5446,4,18
2319598672656,80,0,0.05,0.13,0.876,0.5446,4,19
2127578274839,80,0,0.05,0.13,0.876,0.5446,4,2
2405718856327,80,0,0.05,0.13,0.876,0.5446,4,20
2645739370196,80,0,0.05,0.13,0.876,0.5446,4,21
2699229487035,80,0,0.05,0.13,0.876,0.5446,4,22
2049538105401,80,0,0.05,0.13,0.876,0.5446,4,23
2575279216465,80,0,0.05,0.13,0.876,0.5446,4,24
2053628111251,80,0,0.05,0.13,0.876,0.5446,4,25
2340218718480,80,0,0.05,0.13,0.876,0.5446,4,26
2483749027565,80,0,0.05,0.13,0.876,0.5446,4,27
1934927881394,80,0,0.05,0.13,0.876,0.5446,4,28
2436908925541,80,0,0.05,0.13,0.876,0.5446,4,29
2633729340893,80,0,0.05,0.13,0.876,0.5446,4,3
2339778718237,80,0,0.05,0.13,0.876,0.5446,4,30
2392768827199,80,0,0.05,0.13,0.876,0.5446,4,4
2080428171715,80,0,0.05,0.13,0.876,0.5446,4,5
2778769658458,80,0,0.05,0.13,0.876,0.5446,4,6
2549279168115,80,0,0.05,0.13,0.876,0.5446,4,7
2344078727450,80,0,0.05,0.13,0.876,0.5446,4,8
2671279424901,80,0,0.05,0.13,0.876,0.5446,4,9
2496949057383,80,0,0.05,0.13,0.876,0.6562,15,1
2195498413587,80,0,0.05,0.13,0.876,0.6562,15,10
2354348750580,80,0,0.05,0.13,0.876,0.6562,15,11
2793929692143,80,0,0.05,0.13,0.876,0.6562,15,12
2517669103069,80,0,0.05,0.13,0.876,0.6562,15,13
2290868612063,80,0,0.05,0.13,0.876,0.6562,15,14
2690049465940,80,0,0.05,0.13,0.876,0.6562,15,15
2417118881001,80,0,0.05,0.13,0.876,0.6562,15,16
2726409544709,80,0,0.05,0.13,0.876,0.6562,15,17
2364198770260,80,0,0.05,0.13,0.876,0.6562,15,18
2761759620539,80,0,0.05,0.13,0.876,0.6562,15,19
2586859240352,80,0,0.05,0.13,0.876,0.6562,15,2
1983477972066,80,0,0.05,0.13,0.876,0.6562,15,20
2221098469250,80,0,0.05,0.13,0.876,0.6562,15,21
2285978599823,80,0,0.05,0.13,0.876,0.6562,15,22
2493639051529,80,0,0.05,0.13,0.876,0.6562,15,23
2118038251794,80,0,0.05,0.13,0.876,0.6562,15,24
2496089055519,80,0,0.05,0.13,0.876,0.6562,15,25
2751269600677,80,0,0.05,0.13,0.876,0.6562,15,26
2059878127532,80,0,0.05,0.13,0.876,0.6562,15,27
2384048814689,80,0,0.05,0.13,0.876,0.6562,15,28
2017148043963,80,0,0.05,0.13,0.876,0.6562,15,29
2180988382083,80,0,0.05,0.13,0.876,0.6562,15,3
2747069589410,80,0,0.05,0.13,0.876,0.6562,15,30
1938277887524,80,0,0.05,0.13,0.876,0.6562,15,4
2498399060794,80,0,0.05,0.13,0.876,0.6562,15,5
2360118762290,80,0,0.05,0.13,0.876,0.6562,15,6
2101618216872,80,0,0.05,0.13,0.876,0.6562,15,7
2753819606887,80,0,0.05,0.13,0.876,0.6562,15,8
2251668535306,80,0,0.05,0.13,0.876,0.6562,15,9
2340128718271,80,0,0.05,0.13,0.876,0.6562,4,1
2424498897878,80,0,0.05,0.13,0.876,0.6562,4,10
2490089042185,80,0,0.05,0.13,0.876,0.6562,4,11
2042278097389,80,0,0.05,0.13,0.876,0.6562,4,12
2328568693979,80,0,0.05,0.13,0.876,0.6562,4,13
2560469192361,80,0,0.05,0.13,0.876,0.6562,4,14
1938217887505,80,0,0.05,0.13,0.876,0.6562,4,15
2212148450606,80,0,0.05,0.13,0.876,0.6562,4,16
2115358246765,80,0,0.05,0.13,0.876,0.6562,4,17
2478989019104,80,0,0.05,0.13,0.876,0.6562,4,18
