seed,sim_gens,init_corin,init_opt,final_opt,fitness_width,lambda,replicate
4614356373502,80,0.05,0.13,0.876,0.7805,15,14
4278255100731,80,0.05,0.13,0.876,0.7805,15,15
4237044943556,80,0.05,0.13,0.876,0.7805,15,16
3954303798354,80,0.05,0.13,0.876,0.7805,15,17
4853056300940,80,0.05,0.13,0.876,0.7805,15,18
4041524179573,80,0.05,0.13,0.876,0.7805,15,19
4394725574961,80,0.05,0.13,0.876,0.7805,15,2
4258535032813,80,0.05,0.13,0.876,0.7805,15,20
4938265146996,80,0.05,0.13,0.876,0.7805,15,21
1950615807699,80,0.05,0.13,0.876,0.7805,15,22
4215334853377,80,0.05,0.13,0.876,0.7805,15,23
4170694687723,80,0.05,0.13,0.876,0.7805,15,24
3792792818911,80,0.05,0.13,0.876,0.7805,15,25
4003244040584,80,0.05,0.13,0.876,0.7805,15,26
7993744391907,80,0.05,0.13,0.876,0.7805,15,27
4086764353524,80,0.05,0.13,0.876,0.7805,15,28
4019554100002,80,0.05,0.13,0.876,0.7805,15,29
4402885605292,80,0.05,0.13,0.876,0.7805,15,3
4555895902333,80,0.05,0.13,0.876,0.7805,15,30
7904313899125,80,0.05,0.13,0.876,0.7805,15,4
8221025548759,80,0.05,0.13,0.876,0.7805,15,5
2054826366731,80,0.05,0.13,0.876,0.7805,15,6
4772315736895,80,0.05,0.13,0.876,0.7805,15,7
3779092741532,80,0.05,0.13,0.876,0.7805,15,8
3951573785454,80,0.05,0.13,0.876,0.7805,15,9
4023924119919,80,0.05,0.13,0.876,0.7805,4,1
4979465596367,80,0.05,0.13,0.876,0.7805,4,10
3803992880919,80,0.05,0.13,0.876,0.7805,4,11
8140535130618,80,0.05,0.13,0.876,0.7805,4,12
7855813495328,80,0.05,0.13,0.876,0.7805,4,13
3716482380973,80,0.05,0.13,0.876,0.7805,4,14
3974703898324,80,0.05,0.13,0.876,0.7805,4,15
4136554551939,80,0.05,0.13,0.876,0.7805,4,16
8135565106250,80,0.05,0.13,0.876,0.7805,4,17
3741612520215,80,0.05,0.13,0.876,0.7805,4,18
8172805295698,80,0.05,0.13,0.876,0.7805,4,19
3833073065342,80,0.05,0.13,0.876,0.7805,4,2
4116444473433,80,0.05,0.13,0.876,0.7805,4,20
7893583825294,80,0.05,0.13,0.876,0.7805,4,21
3893993463675,80,0.05,0.13,0.876,0.7805,4,22
7959834215590,80,0.05,0.13,0.876,0.7805,4,23
4080504332047,80,0.05,0.13,0.876,0.7805,4,24
2859825697975,80,0.05,0.13,0.876,0.7805,4,25
4345595368174,80,0.05,0.13,0.876,0.7805,4,26
4165404665422,80,0.05,0.13,0.876,0.7805,4,27
4175754707627,80,0.05,0.13,0.876,0.7805,4,28
4339635345252,80,0.05,0.13,0.876,0.7805,4,29
4813712893224,80,0.05,0.13,0.876,0.7805,4,3
3868333288390,80,0.05,0.13,0.876,0.7805,4,30
4278225100558,80,0.05,0.13,0.876,0.7805,4,4
7808342959501,80,0.05,0.13,0.876,0.7805,4,5
3716562380998,80,0.05,0.13,0.876,0.7805,4,6
7859263530528,80,0.05,0.13,0.876,0.7805,4,7
4834286185236,80,0.05,0.13,0.876,0.7805,4,8
4282965122565,80,0.05,0.13,0.876,0.7805,4,9
7865393602341,80,0.25,0.13,0.876,0.5446,15,1
8152925193466,80,0.25,0.13,0.876,0.5446,15,10
3942943743228,80,0.25,0.13,0.876,0.5446,15,11
4391925562624,80,0.25,0.13,0.876,0.5446,15,12
4846014086305,80,0.25,0.13,0.876,0.5446,15,13
4108034439806,80,0.25,0.13,0.876,0.5446,15,14
7823363098035,80,0.25,0.13,0.876,0.5446,15,15
7768612570806,80,0.25,0.13,0.876,0.5446,15,16
8231345593310,80,0.25,0.13,0.876,0.5446,15,17
8011324490538,80,0.25,0.13,0.876,0.5446,15,18
4772435737431,80,0.25,0.13,0.876,0.5446,15,19
3952353790057,80,0.25,0.13,0.876,0.5446,15,2
3708262336128,80,0.25,0.13,0.876,0.5446,15,20
3824183013016,80,0.25,0.13,0.876,0.5446,15,21
7936704093359,80,0.25,0.13,0.876,0.5446,15,22
7701661997776,80,0.25,0.13,0.876,0.5446,15,23
3684982203398,80,0.25,0.13,0.876,0.5446,15,24
8158625219734,80,0.25,0.13,0.876,0.5446,15,25
1959765855094,80,0.25,0.13,0.876,0.5446,15,26
4797915919840,80,0.25,0.13,0.876,0.5446,15,27
4566965988395,80,0.25,0.13,0.876,0.5446,15,28
1941655759733,80,0.25,0.13,0.876,0.5446,15,29
7883203744392,80,0.25,0.13,0.876,0.5446,15,3
3980023923918,80,0.25,0.13,0.876,0.5446,15,30
4370135471775,80,0.25,0.13,0.876,0.5446,15,4
3961373833286,80,0.25,0.13,0.876,0.5446,15,5
4108674442323,80,0.25,0.13,0.876,0.5446,15,6
7952434174302,80,0.25,0.13,0.876,0.5446,15,7
8088764881340,80,0.25,0.13,0.876,0.5446,15,8
8227755579325,80,0.25,0.13,0.876,0.5446,15,9
4773735740259,80,0.25,0.13,0.876,0.5446,4,1
3941923740455,80,0.25,0.13,0.876,0.5446,4,10
8152315192612,80,0.25,0.13,0.876,0.5446,4,11
3820982990712,80,0.25,0.13,0.876,0.5446,4,12
8180125328636,80,0.25,0.13,0.876,0.5446,4,13
1905005014453,80,0.25,0.13,0.876,0.5446,4,14
4370075470940,80,0.25,0.13,0.876,0.5446,4,15
4838596211964,80,0.25,0.13,0.876,0.5446,4,16
7816973047854,80,0.25,0.13,0.876,0.5446,4,17
8106894975902,80,0.25,0.13,0.876,0.5446,4,18
3903013524206,80,0.25,0.13,0.876,0.5446,4,19
8138675125857,80,0.25,0.13,0.876,0.5446,4,2
4610136344631,80,0.25,0.13,0.876,0.5446,4,20
4975625545057,80,0.25,0.13,0.876,0.5446,4,21
4331265312965,80,0.25,0.13,0.876,0.5446,4,22
4579306094539,80,0.25,0.13,0.876,0.5446,4,23
4571136021863,80,0.25,0.13,0.876,0.5446,4,24
7871453661539,80,0.25,0.13,0.876,0.5446,4,25
3878993363870,80,0.25,0.13,0.876,0.5446,4,26
4798142266544,80,0.25,0.13,0.876,0.5446,4,27
3674442145989,80,0.25,0.13,0.876,0.5446,4,28
7849793423902,80,0.25,0.13,0.876,0.5446,4,29
8152945193472,80,0.25,0.13,0.876,0.5446,4,3
8200135424675,80,0.25,0.13,0.876,0.5446,4,30
4818643095599,80,0.25,0.13,0.876,0.5446,4,4
8139795127544,80,0.25,0.13,0.876,0.5446,4,5
4252025010164,80,0.25,0.13,0.876,0.5446,4,6
4325375291476,80,0.25,0.13,0.876,0.5446,4,7
8030564586365,80,0.25,0.13,0.876,0.5446,4,8
3834423071225,80,0.25,0.13,0.876,0.5446,4,9
4198784788704,80,0.25,0.13,0.876,0.6562,15,1
3779102741532,80,0.25,0.13,0.876,0.6562,15,10
2020856187972,80,0.25,0.13,0.876,0.6562,15,11
4107224436689,80,0.25,0.13,0.876,0.6562,15,12
2001866085015,80,0.25,0.13,0.876,0.6562,15,13
8223865557764,80,0.25,0.13,0.876,0.6562,15,14
4245184978525,80,0.25,0.13,0.876,0.6562,15,15
8158655219876,80,0.25,0.13,0.876,0.6562,15,16
4879304471287,80,0.25,0.13,0.876,0.6562,15,17
4370665473973,80,0.25,0.13,0.876,0.6562,15,18
4064524268454,80,0.25,0.13,0.876,0.6562,15,19
4857076325679,80,0.25,0.13,0.876,0.6562,15,2
4934325113718,80,0.25,0.13,0.876,0.6562,15,20
4254965022052,80,0.25,0.13,0.876,0.6562,15,21
4580626101380,80,0.25,0.13,0.876,0.6562,15,22
4334155323663,80,0.25,0.13,0.876,0.6562,15,23
8202785439265,80,0.25,0.13,0.876,0.6562,15,24
7761892526000,80,0.25,0.13,0.876,0.6562,15,25
4101034405595,80,0.25,0.13,0.876,0.6562,15,26
3998834019692,80,0.25,0.13,0.876,0.6562,15,27
7911163950416,80,0.25,0.13,0.876,0.6562,15,28
7956314195231,80,0.25,0.13,0.876,0.6562,15,29
2019616183378,80,0.25,0.13,0.876,0.6562,15,3
2598865984465,80,0.25,0.13,0.876,0.6562,15,30
4880844491435,80,0.25,0.13,0.876,0.6562,15,4
4864916379363,80,0.25,0.13,0.876,0.6562,15,5
8223835557759,80,0.25,0.13,0.876,0.6562,15,6
4819296069593,80,0.25,0.13,0.876,0.6562,15,7
7800752883801,80,0.25,0.13,0.876,0.6562,15,8
4112784458162,80,0.25,0.13,0.876,0.6562,15,9
4861104283230,80,0.25,0.13,0.876,0.6562,4,1
2019556182092,80,0.25,0.13,0.876,0.6562,4,10
3778552739593,80,0.25,0.13,0.876,0.6562,4,11
7812122999317,80,0.25,0.13,0.876,0.6562,4,12
3646271986594,80,0.25,0.13,0.876,0.6562,4,13
3819072979847,80,0.25,0.13,0.876,0.6562,4,14
8011294490530,80,0.25,0.13,0.876,0.6562,4,15
3917973612307,80,0.25,0.13,0.876,0.6562,4,16
4258085031943,80,0.25,0.13,0.876,0.6562,4,17
3839123099001,80,0.25,0.13,0.876,0.6562,4,18
4184914735082,80,0.25,0.13,0.876,0.6562,4,19
3712162356918,80,0.25,0.13,0.876,0.6562,4,2
7890613809058,80,0.25,0.13,0.876,0.6562,4,20
7999894421163,80,0.25,0.13,0.876,0.6562,4,21
3643461972186,80,0.25,0.13,0.876,0.6562,4,22
7933664080637,80,0.25,0.13,0.876,0.6562,4,23
3991143984661,80,0.25,0.13,0.876,0.6562,4,24
2026866214544,80,0.25,0.13,0.876,0.6562,4,25
4161634653202,80,0.25,0.13,0.876,0.6562,4,26
4958045381403,80,0.25,0.13,0.876,0.6562,4,27
4964025417552,80,0.25,0.13,0.876,0.6562,4,28
8081294831339,80,0.25,0.13,0.876,0.6562,4,29
7786732738288,80,0.25,0.13,0.876,0.6562,4,3
7722222173843,80,0.25,0.13,0.876,0.6562,4,30
4245144978514,80,0.25,0.13,0.876,0.6562,4,4
7745802399119,80,0.25,0.13,0.876,0.6562,4,5
7809922975026,80,0.25,0.13,0.876,0.6562,4,6
7713742088243,80,0.25,0.13,0.876,0.6562,4,7
4979475596368,80,0.25,0.13,0.876,0.6562,4,8
8122875050142,80,0.25,0.13,0.876,0.6562,4,9
4405305611316,80,0.25,0.13,0.876,0.7805,15,1
7946834143947,80,0.25,0.13,0.876,0.7805,15,10
8166125263525,80,0.25,0.13,0.876,0.7805,15,11
4914094874292,80,0.25,0.13,0.876,0.7805,15,12
4311185233786,80,0.25,0.13,0.876,0.7805,15,13
4901384729972,80,0.25,0.13,0.876,0.7805,15,14
1960065857534,80,0.25,0.13,0.876,0.7805,15,15
4582716121449,80,0.25,0.13,0.876,0.7805,15,16
3857083208187,80,0.25,0.13,0.876,0.7805,15,17
4161604653178,80,0.25,0.13,0.876,0.7805,15,18
7805962936789,80,0.25,0.13,0.876,0.7805,15,19
4965365439014,80,0.25,0.13,0.876,0.7805,15,2
4811016006791,80,0.25,0.13,0.876,0.7805,15,20
1970295912416,80,0.25,0.13,0.876,0.7805,15,21
8162635240995,80,0.25,0.13,0.876,0.7805,15,22
4420666255079,80,0.25,0.13,0.876,0.7805,15,23
4856846324747,80,0.25,0.13,0.876,0.7805,15,24
7936774093858,80,0.25,0.13,0.876,0.7805,15,25
7823833100184,80,0.25,0.13,0.876,0.7805,15,26
7757472494580,80,0.25,0.13,0.876,0.7805,15,27
4802502420147,80,0.25,0.13,0.876,0.7805,15,28
7795552829271,80,0.25,0.13,0.876,0.7805,15,29
8166095263519,80,0.25,0.13,0.876,0.7805,15,3
4285475131495,80,0.25,0.13,0.876,0.7805,15,30
3881483379611,80,0.25,0.13,0.876,0.7805,15,4
8202105434228,80,0.25,0.13,0.876,0.7805,15,5
4180504722559,80,0.25,0.13,0.876,0.7805,15,6
4293615165480,80,0.25,0.13,0.876,0.7805,15,7
7973914292342,80,0.25,0.13,0.876,0.7805,15,8
3852853178884,80,0.25,0.13,0.876,0.7805,15,9
7799322867135,80,0.25,0.13,0.876,0.7805,4,1
8166445263653,80,0.25,0.13,0.876,0.7805,4,10
4030834144781,80,0.25,0.13,0.876,0.7805,4,11
4415355894158,80,0.25,0.13,0.876,0.7805,4,12
3931073679696,80,0.25,0.13,0.876,0.7805,4,13
4083424341327,80,0.25,0.13,0.876,0.7805,4,14
3881463379605,80,0.25,0.13,0.876,0.7805,4,15
3650302006137,80,0.25,0.13,0.876,0.7805,4,16
4414575864002,80,0.25,0.13,0.876,0.7805,4,17
4100944404927,80,0.25,0.13,0.876,0.7805,4,18
4407135621973,80,0.25,0.13,0.876,0.7805,4,19
3991003983099,80,0.25,0.13,0.876,0.7805,4,2
3688542219234,80,0.25,0.13,0.876,0.7805,4,20
3863893251170,80,0.25,0.13,0.876,0.7805,4,21
7871463661540,80,0.25,0.13,0.876,0.7805,4,22
3753582584574,80,0.25,0.13,0.876,0.7805,4,23
3713022359272,80,0.25,0.13,0.876,0.7805,4,24
8182895340810,80,0.25,0.13,0.876,0.7805,4,25
4371505477034,80,0.25,0.13,0.876,0.7805,4,26
2620156319533,80,0.25,0.13,0.876,0.7805,4,27
2054406363812,80,0.25,0.13,0.876,0.7805,4,28
4530195708552,80,0.25,0.13,0.876,0.7805,4,29
7946394141977,80,0.25,0.13,0.876,0.7805,4,3
7896223842788,80,0.25,0.13,0.876,0.7805,4,30
1959915856334,80,0.25,0.13,0.876,0.7805,4,4
4842033934540,80,0.25,0.13,0.876,0.7805,4,5
7982834340662,80,0.25,0.13,0.876,0.7805,4,6
3935043700168,80,0.25,0.13,0.876,0.7805,4,7
8068864769040,80,0.25,0.13,0.876,0.7805,4,8
4790795878201,80,0.25,0.13,0.876,0.7805,4,9
