"catalognumber","decimallatitude","decimallongitude","roundlat","roundlon"
"9024231",51.0783388333,-114.1328055,51.07834,-114.13281
"9021802",50.9528907729,-114.091679079,50.95289,-114.09168
"8932950",50.9861934879,-114.1041380167,50.98619,-114.10414
"9720783",50.9151645,-113.9828345,50.91516,-113.98283
"9383613",51.088311448,-114.2411339859,51.08831,-114.24113
"8799656",51.105875,-114.065563,51.10587,-114.06556
"8799238",51.1102634,-114.0617259,51.11026,-114.06173
"10616083",50.0733193692,-103.1581878662,50.07332,-103.15819
"10600291",40.6694415875,-106.3215637207,40.66944,-106.32156
"10599949",40.884675056,-104.3794298172,40.88468,-104.37943
"9973385",50.43613607,-104.6338963509,50.43614,-104.6339
"8455197",51.02815961,-114.0970942,51.02816,-114.09709
"9882397",50.4386333333,-104.6143116667,50.43863,-104.61431
"4040901",47.747461,-107.772132,47.74746,-107.77213
"6176915",44.9706654259,-110.7036774606,44.97067,-110.70368
"7513389",38.5149112,-119.4768329,38.51491,-119.47683
"BOM-225",41.798574,-106.5097469,41.79857,-106.50975
"BOM-185",41.223,-111.97383,41.223,-111.97383
"BOM-183",41.139981,-104.820246,41.13998,-104.82025
"CMNMA 8161",49.216667,-110,49.21667,-110
"CMNMA 8270",49.233333,-107.733333,49.23333,-107.73333
"CMNMA 9646",49,-119.466667,49,-119.46667
"CMNMA 4479",49.516667,-108.816667,49.51667,-108.81667
"CMNMA 3423",50.433333,-100.583333,50.43333,-100.58333
"CMNMA 303",50.533333,-103.666667,50.53333,-103.66667
"CMNMA 3947",51.083333,-105.233333,51.08333,-105.23333
"CMNMA 8369",49.15,-104.85,49.15,-104.85
"CMNMA 43464",49.183333,-106.7,49.18333,-106.7
"CMNMA 52399",51.05,-102.166667,51.05,-102.16667
"CMNMA 9119",49.133333,-119.583333,49.13333,-119.58333
"9286540",50.4731649,-104.6688256,50.47316,-104.66883
"9146616",47.6480434356,-111.2997436523,47.64804,-111.29974
"9092071",51.0781456,-114.1251362,51.07815,-114.12514
"9088815",51.1282725322,-113.9325283043,51.12827,-113.93253
"9086629",50.9661169524,-114.0677189827,50.96612,-114.06772
"9086526",50.942621,-114.089008,50.94262,-114.08901
"9086426",51.0786758889,-114.1331755833,51.07868,-114.13318
"9086358",51.0786141389,-114.1323171111,51.07861,-114.13232
"9083442",51.0774388333,-114.1236888333,51.07744,-114.12369
"9080857",51.0545207265,-114.1218328848,51.05452,-114.12183
"9080828",51.0578091226,-114.1238418594,51.05781,-114.12384
"9077689",51.0802241,-114.1325966,51.08022,-114.1326
"9068061",51.078184636,-114.1359329224,51.07818,-114.13593
"9068056",51.0785081093,-114.1431427002,51.07851,-114.14314
"9068044",51.0802337362,-114.1548156738,51.08023,-114.15482
"9068019",51.0820849694,-113.92993927,51.08208,-113.92994
"9061369",50.9818202016,-114.0592044373,50.98182,-114.0592
"9053276",50.9820441783,-114.0592820275,50.98204,-114.05928
"9039181",50.9820127909,-114.0592785707,50.98201,-114.05928
"9038355",51.078376,-114.128353,51.07838,-114.12835
"9034072",51.0783329265,-114.1305520758,51.07833,-114.13055
"9024472",51.0761916667,-114.1298138333,51.07619,-114.12981
"9024458",51.0755805,-114.1357333333,51.07558,-114.13573
"9024255",51.0757861667,-114.1344695,51.07579,-114.13447
"9010601",51.07802199,-114.12500428,51.07802,-114.125
"8995030",51.0611648836,-113.994069612,51.06116,-113.99407
"8913216",51.1135962901,-113.9336177177,51.1136,-113.93362
"9010617",51.07804304,-114.12506176,51.07804,-114.12506
"9001088",50.895974,-114.0383881,50.89597,-114.03839
"9001066",50.8951668,-114.0408948,50.89517,-114.04089
"8999971",51.0578956604,-114.1199111938,51.0579,-114.11991
"8999439",51.0751305,-114.1352778333,51.07513,-114.13528
"8998781",50.9534589618,-114.0914655849,50.95346,-114.09147
"8994692",50.9458808899,-114.0320968628,50.94588,-114.0321
"8994645",51.079334259,-114.1308135986,51.07933,-114.13081
"8953436",51.0579376221,-114.119682312,51.05794,-114.11968
"8953433",51.057926178,-114.120010376,51.05793,-114.12001
"8951508",51.150377,-114.084077,51.15038,-114.08408
"8951498",51.147442,-114.081717,51.14744,-114.08172
"8946684",51.0798294973,-114.1310150921,51.07983,-114.13102
"8937458",51.0615305,-114.1082611667,51.06153,-114.10826
"8937350",51.07845,-114.1326055,51.07845,-114.13261
"8937363",51.0793583333,-114.1320195,51.07936,-114.13202
"8937355",51.0785833333,-114.1328055,51.07858,-114.13281
"8937419",51.07915,-114.1326138333,51.07915,-114.13261
"8937440",51.0786666667,-114.1394195,51.07867,-114.13942
"8926868",51.0627528333,-114.1078416667,51.06275,-114.10784
"8926825",51.0615611667,-114.1097805,51.06156,-114.10978
"8926857",51.0623695,-114.1092083333,51.06237,-114.10921
"8926814",51.063175,-114.1107333333,51.06318,-114.11073
"8924643",51.0563154222,-114.1004161164,51.05632,-114.10042
"8924563",51.073033982,-114.1238750517,51.07303,-114.12388
"8920292",51.0773582458,-114.1309585571,51.07736,-114.13096
"8910450",51.0769971667,-114.1294638333,51.077,-114.12946
"8909933",50.9810366667,-114.0527945,50.98104,-114.05279
"8909188",51.0811362556,-114.1351096519,51.08114,-114.13511
"8906542",51.0786933899,-114.1292572021,51.07869,-114.12926
"8899884",51.0756797791,-114.1335830688,51.07568,-114.13358
"8896429",51.0752449036,-114.1344528198,51.07524,-114.13445
"8896408",51.0580101013,-114.086265564,51.05801,-114.08627
"8894716",51.0646971667,-114.1084583333,51.0647,-114.10846
"8894705",51.0630861667,-114.1092388333,51.06309,-114.10924
"8894703",51.0626555,-114.1092138333,51.06266,-114.10921
"8891057",51.12741311,-113.94373239,51.12741,-113.94373
"8890505",51.0802339436,-114.1329543293,51.08023,-114.13295
"8890222",51.0440709549,-114.1385703991,51.04407,-114.13857
"8882436",51.079975,-114.1295916667,51.07997,-114.12959
"8881983",51.0625721667,-114.1091695,51.06257,-114.10917
"8851315",51.0644221667,-114.1096195,51.06442,-114.10962
"8844345",51.0751305,-114.13385,51.07513,-114.13385
"8831613",51.0796161257,-114.1254451498,51.07962,-114.12545
"8825686",51.0799036675,-114.1309792459,51.0799,-114.13098
"8822577",50.975532769,-114.07598941,50.97553,-114.07599
"8817694",51.0756305,-114.1347721667,51.07563,-114.13477
"8810065",51.0760611667,-114.1350695,51.07606,-114.13507
"8802598",51.0612638333,-114.1141361667,51.06126,-114.11414
"8800878",51.1138948,-114.0603095,51.11389,-114.06031
"8800516",51.1066621,-114.0607978,51.10666,-114.0608
"8800517",51.1069208,-114.0608686,51.10692,-114.06087
"8799695",51.1014822,-114.0615474,51.10148,-114.06155
"8799555",51.1055553,-114.0655912,51.10556,-114.06559
"8789972",51.0753833333,-114.1230388333,51.07538,-114.12304
"8789872",51.0753971667,-114.1230083333,51.0754,-114.12301
"8789933",51.0761971667,-114.1258916667,51.0762,-114.12589
"8786890",44.6178441534,-111.6547393799,44.61784,-111.65474
"8767963",51.078206,-114.125066,51.07821,-114.12507
"8755701",51.1402160115,-114.1328189514,51.14022,-114.13282
"8663484",51.0798226478,-114.1307972461,51.07982,-114.1308
"8546612",51.0771621438,-114.124127347,51.07716,-114.12413
"6935067",37.799345,-118.911475,37.79935,-118.91148
"6447939",50.9735620061,-114.0875244141,50.97356,-114.08752
"431389",44.4708333333,-112.9623333333,44.47083,-112.96233
"1778866",37.8822669983,-119.3607177734,37.88227,-119.36072
"1564730",51.062976,-114.099627,51.06298,-114.09963
"8743835",51.0798977373,-114.1295057384,51.0799,-114.12951
"8718073",51.1460805,-114.1858883333,51.14608,-114.18589
"8696616",51.0759,-114.1341388333,51.0759,-114.13414
"8696625",51.0796888333,-114.1307445,51.07969,-114.13074
"8639936",51.1686096191,-114.1488876343,51.16861,-114.14889
"8626730",51.0777778625,-114.131942749,51.07778,-114.13194
"8577553",51.0774993896,-114.1322250366,51.0775,-114.13223
"8559285",51.07983149,-114.1311922457,51.07983,-114.13119
"8536890",51.0751594422,-114.1332539353,51.07516,-114.13325
"8535901",51.0789206075,-114.1259135306,51.07892,-114.12591
"8537880",51.0764007568,-114.1303100586,51.0764,-114.13031
"8517100",51.0754282842,-114.1357599823,51.07543,-114.13576
"8500886",51.0659028333,-114.210005,51.0659,-114.21
"8483849",50.9557213634,-114.07969404,50.95572,-114.07969
"8456978",51.076350588,-114.1298865068,51.07635,-114.12989
"8456970",51.0760828647,-114.129964495,51.07608,-114.12996
"8458610",51.0778721667,-114.1359555,51.07787,-114.13596
"8452145",51.0757798757,-114.1340998637,51.07578,-114.1341
"8449424",51.0760258776,-114.1297450843,51.07603,-114.12975
"8447878",51.0776023865,-114.1273193359,51.0776,-114.12732
"8447594",51.0792541504,-114.1268692017,51.07925,-114.12687
"8443753",51.0786981743,-114.127803817,51.0787,-114.1278
"8440428",51.0754778333,-114.1279305,51.07548,-114.12793
"8436922",51.1455221242,-114.0770153348,51.14552,-114.07702
"8434853",51.1057939952,-114.0767975722,51.10579,-114.0768
"8422440",51.0749030227,-114.1345795498,51.0749,-114.13458
"8407312",51.0753169732,-114.133227836,51.07532,-114.13323
"8407359",51.0761219836,-114.1360732614,51.07612,-114.13607
"8392843",51.1190508139,-114.137406125,51.11905,-114.13741
"8390841",51.1458635298,-114.0791559219,51.14586,-114.07916
"8384139",51.0836683447,-114.1414047965,51.08367,-114.1414
"8368847",51.075690587,-114.1326123476,51.07569,-114.13261
"8368852",51.0754748791,-114.1291415691,51.07547,-114.12914
"8368846",51.0760811639,-114.1358768453,51.07608,-114.13588
"8368977",51.0776453935,-114.1407394409,51.07765,-114.14074
"8368975",51.0785081784,-114.1441726685,51.07851,-114.14417
"8361433",51.0767286649,-114.1362333269,51.07673,-114.13623
"8361424",51.0775645066,-114.1373276711,51.07756,-114.13733
"8360336",51.0780100622,-114.1251745838,51.07801,-114.12517
"8360264",51.0778205014,-114.1254003217,51.07782,-114.1254
"8357976",51.0754681382,-114.1331702471,51.07547,-114.13317
"8357972",51.0754276929,-114.1290611029,51.07543,-114.12906
"8357977",51.0776858369,-114.1372686625,51.07769,-114.13727
"8355793",51.1667716667,-114.082175,51.16677,-114.08218
"8353359",51.151449,-114.086857,51.15145,-114.08686
"8350787",51.0786094666,-114.1275024414,51.07861,-114.1275
"8327539",50.9768739311,-114.1330984437,50.97687,-114.1331
"8324801",49.84483,-99.9632633333,49.84483,-99.96326
"8327780",52.2611634099,-113.7631560438,52.26116,-113.76316
"8327164",50.9303833402,-113.9576921351,50.93038,-113.95769
"8312364",51.0653588548,-114.1323737039,51.06536,-114.13237
"8285691",51.0790406705,-114.1391032939,51.07904,-114.1391
"8285669",51.0770252569,-114.135761261,51.07703,-114.13576
"8285664",51.0788317186,-114.1381108761,51.07883,-114.13811
"8276289",51.0785029125,-114.1303147003,51.0785,-114.13031
"8275471",51.0768769622,-114.137485921,51.07688,-114.13749
"8275426",51.0751782789,-114.1313302509,51.07518,-114.13133
"8271025",51.0812276183,-114.1365795863,51.08123,-114.13658
"8265592",51.1458194443,-114.0772436747,51.14582,-114.07724
"8264065",53.5435716176,-113.466796875,53.54357,-113.4668
"8258499",53.5634766717,-113.2751959562,53.56348,-113.2752
"8244731",51.0791013337,-114.140278101,51.0791,-114.14028
"8223185",51.18026508,-114.3226999264,51.18027,-114.3227
"7707617",50.4397583333,-104.6176216667,50.43976,-104.61762
"UMNH:Mamm:9544",38.0821,-110.50814,38.0821,-110.50814
"UMNH:Mamm:8819",38.24059,-111.54519,38.24059,-111.54519
"UMNH:Mamm:7018",41.93155,-113.34866,41.93155,-113.34866
"UMNH:Mamm:7016",39.33467,-111.40871,39.33467,-111.40871
"UMNH:Mamm:7019",40.72472,-111.34111,40.72472,-111.34111
"UMNH:Mamm:695",40.68917,-111.79028,40.68917,-111.79028
"UMNH:Mamm:560",40.75095,-111.7578,40.75095,-111.7578
"UMNH:Mamm:498",40.58139,-111.22639,40.58139,-111.22639
"UMNH:Mamm:41433",37.92613,-106.3385789,37.92613,-106.33858
"UMNH:Mamm:41320",40.6034,-111.11787,40.6034,-111.11787
"UMNH:Mamm:36118",38.264,-106.683,38.264,-106.683
"UMNH:Mamm:34938",41.867,-113.744,41.867,-113.744
"UMNH:Mamm:31201",41.5,-109.5,41.5,-109.5
"UMNH:Mamm:30429",40.71833,-109.18,40.71833,-109.18
"UMNH:Mamm:24506",40.19558,-109.96642,40.19558,-109.96642
"UMNH:Mamm:24500",40.155,-109.97,40.155,-109.97
"UMNH:Mamm:24501",39.793,-110.549,39.793,-110.549
"UMNH:Mamm:24213",40.19444,-109.96661,40.19444,-109.96661
"UMNH:Mamm:23810",38.2258342,-106.7693009,38.22583,-106.7693
"UMNH:Mamm:23787",38.2262466,-106.7417345,38.22625,-106.74173
"UMNH:Mamm:23804",38.1994298,-106.8269454,38.19943,-106.82695
"UMNH:Mamm:23802",38.2252744,-106.8060475,38.22527,-106.80605
"UMNH:Mamm:23788",38.2154272,-106.678405,38.21543,-106.6784
"UMNH:Mamm:23811",38.2259725,-106.7601083,38.22597,-106.76011
"UMNH:Mamm:23791",38.220646,-106.6720253,38.22065,-106.67203
"UMNH:Mamm:23797",38.2258554,-106.6656446,38.22586,-106.66564
"UMNH:Mamm:23800",38.2310736,-106.6592631,38.23107,-106.65926
"UMNH:Mamm:23789",38.2098737,-106.8142096,38.20987,-106.81421
"UMNH:Mamm:23799",38.2412243,-106.7759924,38.24122,-106.77599
"UMNH:Mamm:23806",38.2261098,-106.7509272,38.22611,-106.75093
"UMNH:Mamm:23805",38.1883167,-106.6811165,38.18832,-106.68112
"UMNH:Mamm:23792",38.2417652,-106.6281301,38.24177,-106.62813
"UMNH:Mamm:23798",38.2163382,-106.6134455,38.21634,-106.61345
"UMNH:Mamm:22367",40.9804,-111.085,40.9804,-111.085
"UMNH:Mamm:21987",41.11167,-111.2025,41.11167,-111.2025
"UMNH:Mamm:21749",40.39917,-110.34987,40.39917,-110.34987
"UMNH:Mamm:20449",40.93528,-110.00566,40.93528,-110.00566
"UMNH:Mamm:20297",41.71879,-111.21291,41.71879,-111.21291
"UMNH:Mamm:19011",38.15868,-111.2533,38.15868,-111.2533
"UMNH:Mamm:18886",41.56,-111.19676,41.56,-111.19676
"UMNH:Mamm:18452",41.57296,-111.565,41.57296,-111.565
"UMNH:Mamm:18450",37.01,-107.41,37.01,-107.41
"UMNH:Mamm:18062",38.47167,-107.2398396,38.47167,-107.23984
"UMNH:Mamm:18024",38.5223501,-107.1896484,38.52235,-107.18965
"UMNH:Mamm:18025",38.4594236,-107.3016738,38.45942,-107.30167
"UMNH:Mamm:18026",38.4884019,-107.3025957,38.4884,-107.3026
"UMNH:Mamm:16297",38.38611,-112.33722,38.38611,-112.33722
"UMNH:Mamm:13837",39.30295,-111.44431,39.30295,-111.44431
"UMNH:Mamm:13136",38.57763,-111.70461,38.57763,-111.70461
"UMNH:Mamm:13138",38.88205,-111.57188,38.88205,-111.57188
"UMNH:Mamm:13139",38.54378,-111.77139,38.54378,-111.77139
"UMNH:Mamm:13140",38.306,-111.52713,38.306,-111.52713
"UMNH:Mamm:13143",38.53538,-111.73766,38.53538,-111.73766
"UMNH:Mamm:13079",38.54863,-111.70461,38.54863,-111.70461
"7768782",52.1083373382,-106.591407358,52.10834,-106.59141
"7361154",46.8224824452,-96.8729889393,46.82248,-96.87299
"7286508",41.2359948467,-105.9327507002,41.23599,-105.93275
"6786801",53.5232189,-113.5263186,53.52322,-113.52632
"6694139",51.0099402217,-113.9575494238,51.00994,-113.95755
"6095584",50.8990291142,-114.0169715881,50.89903,-114.01697
"5983833",50.9095999299,-113.9873187228,50.9096,-113.98732
"2378409",49.0367779767,-107.3254917562,49.03678,-107.32549
"2366014",51.084116,-114.133101,51.08412,-114.1331
"7286522",41.2374148145,-105.933265686,41.23741,-105.93327
"7276462",37.694763,-106.504538,37.69476,-106.50454
"7193794",50.4269348,-104.5915389,50.42693,-104.59154
"6581646",50.4230341602,-104.5844641573,50.42303,-104.58446
"1851415",53.56463,-113.274654,53.56463,-113.27465
"5794",41.516454,-99.692383,41.51645,-99.69238
"5001595",40.6694415875,-106.389541626,40.66944,-106.38954
"4857093",51.0647219166,-114.0863335133,51.06472,-114.08633
"4570454",50.9828692,-114.1021362,50.98287,-114.10214
"4564334",50.393405,-97.0451583333,50.3934,-97.04516
"4428279",40.8700349322,-99.9983775896,40.87003,-99.99838
"4373309",43.8766663121,-102.2545478874,43.87667,-102.25455
"649",42,-122,42,-122
"2284149",37.2975516667,-118.8719933333,37.29755,-118.87199
"3002629",47.546959,-101.167731,47.54696,-101.16773
"2903678",41.43449,-111.151686,41.43449,-111.15169
"2709547",37.849875,-119.489359,37.84987,-119.48936
"1852315",53.564578,-113.272991,53.56458,-113.27299
"1529175",53.593321,-113.474696,53.59332,-113.4747
"111864",51.045113,-114.057141,51.04511,-114.05714
"MR.23756",42.54611,-107.00194,42.54611,-107.00194
"MR.12818",43.15641,-109.86028,43.15641,-109.86028
"MR.33211",47.7010032,-118.7044,47.701,-118.7044
"MR.21895",40.0578396,-106.0804221,40.05784,-106.08042
"MR.11141",46.752,-106.2353,46.752,-106.2353
"MR.33731",42.75638,-106.31065,42.75638,-106.31065
"MR.3906",42.74648,-105.00917,42.74648,-105.00917
"1101",36.777130127,-118.4259414673,36.77713,-118.42594
"199677",40.7527653,-104.0032815,40.75277,-104.00328
"160324",41.8618173,-110.7718469,41.86182,-110.77185
"OSUM Mammals 5824",39.0003,-105.5008,39.0003,-105.5008
"OSUM Mammals 3927",47.5003,-100.0007,47.5003,-100.0007
"2870",38.891245,-97.483197,38.89124,-97.4832
"2856",41.798845,-106.509373,41.79884,-106.50937
"2754",39.490998,-105.517542,39.491,-105.51754
"BOM-7154",46.735165,-105.430773,46.73517,-105.43077
"BOM-7153",40.299729,-100.002351,40.29973,-100.00235
"BOM-411",38.879178,-99.32677,38.87918,-99.32677
"5508",42.974274,-107.438415,42.97427,-107.43842
"5488",48.932763,-113.609267,48.93276,-113.60927
"2763",41.7774599,-106.9386522,41.77746,-106.93865
"5487",48.176104,-108.749881,48.1761,-108.74988
"48545",45.121908,-95.043342,45.12191,-95.04334
"37816",46.762494,-100.848374,46.76249,-100.84837
"16709",42.992718,-110.11572,42.99272,-110.11572
"10008",37.63397,-118.25448,37.63397,-118.25448
"13352",41.59303,-120.23152,41.59303,-120.23152
"17469",42.3983,-121.8814,42.3983,-121.8814
"5561",41.32101,-120.11622,41.32101,-120.11622
"9746",46.0001,-102.6331,46.0001,-102.6331
"CHAS:Mamm:3515",43.878881,-99.603164,43.87888,-99.60316
"DMNS:Mamm:1138",40.738656,-106.477674,40.73866,-106.47767
"DMNS:Mamm:1177",39.615,-104.04389,39.615,-104.04389
"DMNS:Mamm:1179",40.85889,-102.80056,40.85889,-102.80056
"DMNS:Mamm:1430",40.80694,-106.53472,40.80694,-106.53472
"DMNS:Mamm:1773",37.82608,-105.97291,37.82608,-105.97291
"DMNS:Mamm:18793",38.02830401,-106.207744,38.0283,-106.20774
"DMNS:Mamm:18798",38.22767202,-106.81201,38.22767,-106.81201
"DMNS:Mamm:18799",38.214407,-106.803501,38.21441,-106.8035
"DMNS:Mamm:18800",38.217468,-106.802481,38.21747,-106.80248
"DMNS:Mamm:18803",38.02418397,-106.203628,38.02418,-106.20363
"DMNS:Mamm:18805",38.19048696,-106.830978,38.19049,-106.83098
"DMNS:Mamm:18806",38.19274798,-106.738822,38.19275,-106.73882
"DMNS:Mamm:18808",37.97913602,-106.180122,37.97914,-106.18012
"DMNS:Mamm:2245",40.49194,-107.25694,40.49194,-107.25694
"DMNS:Mamm:2457",39.33528,-106.10694,39.33528,-106.10694
"DMNS:Mamm:3168",38.94278,-103.27861,38.94278,-103.27861
"DMNS:Mamm:3182",39.73833,-104.32278,39.73833,-104.32278
"DMNS:Mamm:3825",37.97464,-106.237723,37.97464,-106.23772
"DMNS:Mamm:4086",39.75889,-104.42694,39.75889,-104.42694
"DMNS:Mamm:4313",39.6281646154,-106.044153291,39.62816,-106.04415
"DMNS:Mamm:5227",40.73167,-106.28306,40.73167,-106.28306
"DMNS:Mamm:5676",39.37722,-105.8,39.37722,-105.8
"DMNS:Mamm:6472",39.92056,-104.86528,39.92056,-104.86528
"DMNS:Mamm:6524",40.16722,-105.10139,40.16722,-105.10139
"093749",48.4122,-97.4103,48.4122,-97.4103
"MSB:Mamm:100171",40.252207,-105.823067,40.25221,-105.82307
"MSB:Mamm:100175",37.623546,-106.675394,37.62355,-106.67539
"MSB:Mamm:101802",41.454922,-106.903096,41.45492,-106.9031
"MSB:Mamm:101946",47.425384,-100.611125,47.42538,-100.61112
"MSB:Mamm:102716",43.695765,-106.638934,43.69576,-106.63893
"MSB:Mamm:103466",40.059189,-107.837383,40.05919,-107.83738
"MSB:Mamm:11098",43.4802,-95.1388,43.4802,-95.1388
"MSB:Mamm:112018",40.503693,-109.069926,40.50369,-109.06993
"MSB:Mamm:113385",40.446284,-107.588453,40.44628,-107.58845
"MSB:Mamm:117983",42.465262,-100.476795,42.46526,-100.4768
"MSB:Mamm:11886",42.9319,-96.9044,42.9319,-96.9044
"MSB:Mamm:13432",36.9235982,-105.6703033,36.9236,-105.6703
"MSB:Mamm:151915",42.5,-112.3333333333,42.5,-112.33333
"MSB:Mamm:156238",44.5835,-112.2815,44.5835,-112.2815
"MSB:Mamm:20563",48.6481,-97.4031,48.6481,-97.4031
"MSB:Mamm:20564",48.7354,-97.2976,48.7354,-97.2976
"MSB:Mamm:60683",36.689002,-105.666361,36.689,-105.66636
"MVZ:Mamm:104440",38.57028,-118.79056,38.57028,-118.79056
"MVZ:Mamm:105672",38.442116,-119.321254,38.44212,-119.32125
"MVZ:Mamm:107175",45.2134,-112.7605,45.2134,-112.7605
"MVZ:Mamm:11322",41.4363981,-120.3442817,41.4364,-120.34428
"MVZ:Mamm:113712",38.256004,-119.226559,38.256,-119.22656
"MVZ:Mamm:119304",37.712773,-118.261045,37.71277,-118.26104
"MVZ:Mamm:119305",37.4993767,-118.1701813,37.49938,-118.17018
"MVZ:Mamm:119723",41.86105,-115.36343,41.86105,-115.36343
"MVZ:Mamm:119809",37.637056,-118.89504,37.63706,-118.89504
"MVZ:Mamm:134819",48.9392,-119.4344,48.9392,-119.4344
"MVZ:Mamm:165874",41.52816,-107.97861,41.52816,-107.97861
"MVZ:Mamm:181695",37.790812,-118.60426,37.79081,-118.60426
"MVZ:Mamm:20773",40.958057,-120.2157601,40.95806,-120.21576
"MVZ:Mamm:21977",38.15387,-119.31059,38.15387,-119.31059
"MVZ:Mamm:24146",37.90891,-119.1053,37.90891,-119.1053
"MVZ:Mamm:32793",38.69401,-119.9882,38.69401,-119.9882
"MVZ:Mamm:33006",41.8842219,-120.9805154,41.88422,-120.98052
"MVZ:Mamm:38282",38.98556,-119.95028,38.98556,-119.95028
"MVZ:Mamm:47068",42.8134,-112.4447,42.8134,-112.4447
"MVZ:Mamm:64545",38.537088,-118.841039,38.53709,-118.84104
"MVZ:Mamm:65229",39.28568,-119.88472,39.28568,-119.88472
"MVZ:Mamm:67028",37.73122972,-105.6614431,37.73123,-105.66144
"MVZ:Mamm:67690",42.3353,-113.5606,42.3353,-113.5606
"MVZ:Mamm:67693",42.2679,-113.5772,42.2679,-113.5772
"MVZ:Mamm:90426",45.2033,-111.6778,45.2033,-111.6778
"MVZ:Mamm:99291",37.814991,-118.580792,37.81499,-118.58079
"4198",40.6098,-104.478,40.6098,-104.478
"4260",40.8054,-104.1822,40.8054,-104.1822
"Mammal-02468",47.0509509639172,-118.38833,47.05095,-118.38833
"Mammal-02687",44.1764,-112.23,44.1764,-112.23
"Mammal-04319",47.2283912,-120.27583,47.22839,-120.27583
"Mammal-04795",41.76917,-110.32528,41.76917,-110.32528
"Mammal-06724",42.2324,-120.3447,42.2324,-120.3447
"36019",48.76552,-94.42834,48.76552,-94.42834
"2303",46.3999634,-95.7003174,46.39996,-95.70032
"25696",44.298584,-100.2466049,44.29858,-100.2466
"25697",44.2236862,-100.1245041,44.22369,-100.1245
"30717",41.8011818,-102.3991699,41.80118,-102.39917
"UAM:Mamm:111691",47.187296,-107.924713,47.1873,-107.92471
"57871",46.8787,-96.7894,46.8787,-96.7894
"68486",42.6635,-100.5549,42.6635,-100.5549
"53869",46.6297,-117.38,46.6297,-117.38
"90447",43.9019,-103.533,43.9019,-103.533
"90446",43.9134,-103.5462,43.9134,-103.5462
"57872",46.8739,-96.7672,46.8739,-96.7672
"34900",43.0935,-95.1422,43.0935,-95.1422
"93288",43.9026,-103.5323,43.9026,-103.5323
"58199",45.3039,-93.5669,45.3039,-93.5669
"35563",43.1128,-94.6828,43.1128,-94.6828
"87778",41.86917,-115.83972,41.86917,-115.83972
"77915",42.684,-102.9985,42.684,-102.9985
"93289",43.9581,-103.4187,43.9581,-103.4187
"53831",47.9111,-98.3839,47.9111,-98.3839
"UWBM:Mamm:18916",48.3614,-119.5822,48.3614,-119.5822
"UWBM:Mamm:33285",47.9725,-119.6492,47.9725,-119.6492
"UWBM:Mamm:35302",38.7125621,-105.4617603,38.71256,-105.46176
"UWBM:Mamm:51241",46.04,-118.6711,46.04,-118.6711
"UWBM:Mamm:51244",45.9888106,-118.7446047,45.98881,-118.7446
"UWBM:Mamm:51245",46.0834357,-118.6711,46.08344,-118.6711
"UWBM:Mamm:51932",41.3275,-110.29222,41.3275,-110.29222
"UWBM:Mamm:51936",42.8433,-106.31065,42.8433,-106.31065
"UWBM:Mamm:51942",38.4516523,-106.6088985,38.45165,-106.6089
"UWYMV:Mamm:2449",44.000336,-105.345168,44.00034,-105.34517
"UWYMV:Mamm:2986",41.11056,-106.01278,41.11056,-106.01278
"UWYMV:Mamm:2988",41.106894,-106.652967,41.10689,-106.65297
"UWYMV:Mamm:2989",41.815331,-106.99905,41.81533,-106.99905
"UWYMV:Mamm:2990",44.53556,-107.77917,44.53556,-107.77917
"UWYMV:Mamm:2991",44.519884,-108.012495,44.51988,-108.0125
"UWYMV:Mamm:2992",41.20667,-106,41.20667,-106
"UWYMV:Mamm:2998",44.099397,-104.355226,44.0994,-104.35523
"UWYMV:Mamm:3000",41.147242,-105.808821,41.14724,-105.80882
"UWYMV:Mamm:3002",41.23194,-105.38972,41.23194,-105.38972
"UWYMV:Mamm:3003",43.626861,-110.7175,43.62686,-110.7175
"UWYMV:Mamm:3005",41.328354,-105.704035,41.32835,-105.70404
"UWYMV:Mamm:3007",41.31139,-105.59056,41.31139,-105.59056
"UWYMV:Mamm:3011",41.25694,-105.70639,41.25694,-105.70639
"UWYMV:Mamm:3013",41.3925,-105.78944,41.3925,-105.78944
"UWYMV:Mamm:3015",41.789489,-107.1125,41.78949,-107.1125
"UWYMV:Mamm:4181",41.57611,-105.69472,41.57611,-105.69472
"UWYMV:Mamm:4182",41.310127,-106.130731,41.31013,-106.13073
"UWYMV:Mamm:4260",44.8496,-107.162,44.8496,-107.162
"UWYMV:Mamm:6083",41.594679,-106.304656,41.59468,-106.30466
"UWYMV:Mamm:841",41.23583,-103.6625,41.23583,-103.6625
"UWYMV:Mamm:846",40.45556,-109.52806,40.45556,-109.52806
"UWYMV:Mamm:847",41.50578,-105.849744,41.50578,-105.84974
"UWYMV:Mamm:848",41.29833,-106.14111,41.29833,-106.14111
"10009",37.60286,-119.00159,37.60286,-119.00159
"17495",44.4097,-100.3551,44.4097,-100.3551
"17496",46.7314,-117.1786,46.7314,-117.1786
"5562",41.41052,-120.96135,41.41052,-120.96135
"9473",47.0646,-98.9337,47.0646,-98.9337
"9474",46.9164,-98.6961,46.9164,-98.6961
"CHAS:Mamm:1315",39.5186,-104.761363,39.5186,-104.76136
"CHAS:Mamm:3799",40.606653,-103.843839,40.60665,-103.84384
"9727",42.4690579,-107.6124572,42.46906,-107.61246
"10870",39.192847,-106.29194,39.19285,-106.29194
