SPEC,roundlon,roundlat
Leptown,-113.20746,53.55187
Leptown,-114.06326,51.05248
Leptown,-114.07588,51.05662
Leptown,-113.51455,53.45764
Leptown,-114.07263,51.08476
Leptown,-114.0646,50.95774
Leptown,-104.64138,50.40045
Leptown,-114.08163,50.97903
Leptown,-106.58223,52.10581
Leptown,-114.24267,51.13502
Leptown,-114.10111,51.02079
Leptown,-114.06782,51.05584
Leptown,-106.65525,52.10912
Leptown,-114.2438,51.13573
Leptown,-104.66131,50.40928
Leptown,-114.05508,51.05785
Leptown,-113.54024,53.51427
Leptown,-111.9409,53.47865
Leptown,-97.22188,49.90411
Leptown,-118.82769,37.5914
Leptown,-113.26307,53.53256
Leptown,-114.05258,50.90525
Leptown,-113.36796,53.50186
Leptown,-114.06925,51.05394
Leptown,-114.03329,51.04273
Leptown,-114.04027,51.04408
Leptown,-114.37012,51.16943
Leptown,-114.05641,51.14783
Leptown,-103.69631,42.52758
Leptown,-114.045,51.0125
Leptown,-113.49722,53.45819
Leptown,-113.49726,53.45834
Leptown,-106.18141,40.45387
Leptown,-113.51117,53.33267
Leptown,-114.19143,51.01989
Leptown,-114.13366,51.04858
Leptown,-107.36509,49.06359
Leptown,-96.43515,47.02054
Leptown,-113.95372,50.91838
Leptown,-114.03155,51.04478
Leptown,-114.08724,51.01747
Leptown,-113.46424,53.63172
Leptown,-108.84764,52.37245
Leptown,-114.07579,51.11112
Leptown,-106.63788,52.13639
Leptown,-114.21217,51.13274
Leptown,-103.78673,42.55294
Leptown,-114.12821,51.0778
Leptown,-114.12756,51.08028
Leptown,-113.93791,51.11895
Leptown,-114.07862,50.90474
Leptown,-114.07085,51.04862
Leptown,-113.72525,52.48352
Leptown,-110.55143,41.77296
Leptown,-113.72596,52.48379
Leptown,-114.12531,51.07897
Leptown,-114.08831,51.07441
Leptown,-114.0864,51.07604
Leptown,-114.0896,51.06922
Leptown,-114.10029,51.01352
Leptown,-114.089,51.0696
Leptown,-114.08766,51.15489
Leptown,-114.0649,51.08997
Leptown,-114.08808,50.96091
Leptown,-114.06824,51.06309
Leptown,-114.08193,50.9781
Leptown,-114.09072,50.95746
Leptown,-114.00273,50.85852
Leptown,-114.19512,51.03432
Leptown,-114.12425,51.08662
Leptown,-114.08721,51.07536
Leptown,-114.20104,51.02043
Leptown,-114.01048,50.88866
Leptown,-114.01075,50.88832
Leptown,-114.08266,51.07494
Leptown,-113.39603,53.61545
Leptown,-114.1184,50.90714
Leptown,-114.14017,51.14183
Leptown,-114.08737,51.07536
Leptown,-114.04215,51.03492
Leptown,-113.51901,53.60989
Leptown,-114.18498,51.09718
Leptown,-108.41703,49.34305
Leptown,-114.13371,50.93713
Leptown,-114.13225,51.09834
Leptown,-114.08546,51.13759
Leptown,-114.08669,51.15475
Leptown,-113.9876,51.06562
Leptown,-114.06237,51.06846
Leptown,-96.81285,46.90011
Leptown,-114.0354,51.29416
Leptown,-114.06775,51.07089
Leptown,-114.03723,50.9543
Leptown,-114.04704,50.911
Leptown,-107.35878,49.06138
Leptown,-114.06676,51.08232
Leptown,-114.06688,51.08239
Leptown,-104.63429,50.42016
Leptown,-107.83707,40.00248
Leptown,-113.83688,52.27622
Leptown,-114.11318,51.07059
Leptown,-114.0822,50.97775
Leptown,-105.87254,39.22679
Leptown,-113.51144,53.5393
Leptown,-114.13245,51.07843
Leptown,-114.08434,51.10885
Leptown,-114.11254,51.01011
Leptown,-114.14807,51.04123
Leptown,-114.02009,50.98108
Leptown,-113.93789,51.11894
Leptown,-110.76588,41.85831
Leptown,-106.66226,52.1235
Leptown,-113.44997,53.4126
Leptown,-106.63392,52.13121
Leptown,-114.16743,51.04971
Leptown,-111.03337,41.43361
Leptown,-113.5213,53.52567
Leptown,-114.16662,51.10106
Leptown,-111.61956,49.08589
Leptown,-113.52353,53.52429
Leptown,-107.51577,49.15214
Leptown,-104.85261,50.60077
Leptown,-114.13426,51.07542
Leptown,-114.12796,51.07792
Leptown,-111.14724,41.45934
Leptown,-104.65953,50.49967
Leptown,-119.88968,38.86721
Leptown,-119.35955,37.87565
Leptown,-114.12547,51.07949
Leptown,-114.13253,51.07877
Leptown,-114.12127,51.05763
Leptown,-114.13464,51.07564
Leptown,-114.13275,51.07755
Leptown,-114.05873,51.10899
Leptown,-114.06029,51.11564
Leptown,-114.1358,51.07816
Leptown,-114.06665,51.10475
Leptown,-114.18531,51.10899
Leptown,-114.09308,51.15198
Leptown,-113.77551,52.25869
Leptown,-113.99976,50.91185
Leptown,-113.83974,52.2776
Leptown,-120.02715,38.72241
Leptown,-119.92185,39.34511
Leptown,-119.97736,38.78174
Leptown,-119.9978,38.71541
Leptown,-107.44698,49.12377
Leptown,-114.12566,51.07938
Leptown,-114.1046,51.01811
Leptown,-114.13094,51.07995
Leptown,-114.13095,51.0798
Leptown,-114.13103,51.07982
Leptown,-114.12686,51.0758
Leptown,-114.13101,51.07979
Leptown,-114.1311,51.07984
Leptown,-114.13102,51.07978
Leptown,-114.13065,51.07959
Leptown,-114.13258,51.07916
Leptown,-114.12967,51.0905
Leptown,-107.00355,43.03194
Leptown,-114.12062,51.08038
Leptown,-114.02847,51.27811
Leptown,-114.12978,51.08123
Leptown,-113.60341,53.52005
Leptown,-114.1393,51.08658
Leptown,-114.12389,51.07944
Leptown,-114.07973,51.04181
Leptown,-114.07968,51.04181
Leptown,-105.21915,51.3527
Leptown,-102.93202,49.79198
Leptown,-102.99067,49.86467
Leptown,-100.06956,51.13367
Leptown,-119.88705,39.15773
Leptown,-119.92174,39.3473
Leptown,-114.08082,51.0872
Leptown,-114.04411,51.04306
Leptown,-102.38708,48.65469
Leptown,-105.54807,40.06419
Leptown,-100.76452,46.85387
Leptown,-106.63242,52.13394
Leptown,-113.52222,53.51944
Leptown,-106.64304,52.09046
Leptown,-118.4202,36.77702
Leptown,-114.10866,51.02124
Leptown,-114.08208,51.04636
Leptown,-113.97264,51.1038
Leptown,-114.12981,51.07993
Leptown,-114.12968,51.07993
Leptown,-114.12998,51.07994
Leptown,-114.12998,51.07989
Leptown,-114.13028,51.07972
Leptown,-114.13223,51.07833
Leptown,-114.16848,51.05646
Leptown,-114.12548,51.08026
Leptown,-114.11992,51.06486
Leptown,-114.19443,51.13572
Leptown,-114.13554,51.10124
Leptown,-114.13948,51.12541
Leptown,-114.21232,51.11866
Leptown,-114.12924,51.07994
Leptown,-114.13245,51.0803
Leptown,-114.14509,51.07907
Leptown,-114.13211,51.07715
Leptown,-114.13047,51.07951
Leptown,-114.12542,51.07743
Leptown,-97.13883,50.17365
Leptown,-114.13948,51.08473
Leptown,-114.19495,51.13499
Leptown,-104.11757,40.71298
Leptown,-114.10781,51.14649
Leptown,-114.10886,51.02144
Leptown,-114.07491,51.05468
Leptown,-114.12084,51.05964
Leptown,-114.04444,50.89559
Leptown,-114.14365,51.11146
Leptown,-114.06524,51.06175
Leptown,-114.1087,51.02122
Leptown,-114.10873,51.02122
Leptown,-114.05803,51.10281
Leptown,-114.12428,51.07443
Leptown,-114.19522,51.1354
Leptown,-114.12768,51.07966
Leptown,-100.76986,46.83776
Leptown,-114.11903,51.05778
Leptown,-114.13153,51.07489
Leptown,-114.13139,51.07721
Leptown,-114.06747,51.06101
Leptown,-106.62666,52.11907
Leptown,-114.11969,51.05637
Leptown,-114.11885,51.06786
Leptown,-114.10709,51.0225
Leptown,-114.12144,51.05232
Leptown,-114.11988,51.05578
Leptown,-114.13215,51.07943
Leptown,-114.12845,51.07804
Leptown,-114.13095,51.08094
Leptown,-114.17963,51.03545
Leptown,-114.13215,51.07978
Leptown,-114.13145,51.07981
Leptown,-114.19488,51.13571
Leptown,-114.08092,51.03763
Leptown,-114.13156,51.07718
Leptown,-114.13043,51.07615
Leptown,-114.03535,51.29302
Leptown,-114.13535,51.075
Leptown,-114.12965,51.08009
Leptown,-114.13439,51.07566
Leptown,-114.13432,51.07569
Leptown,-114.13144,51.07241
Leptown,-114.12495,51.07861
Leptown,-118.19421,37.52863
Leptown,-114.1343,51.07502
Leptown,-114.03997,51.15599
Leptown,-114.13223,51.07972
Leptown,-114.00897,51.02333
Leptown,-114.12408,51.07724
Leptown,-104.5901,50.43295
Leptown,-114.12528,51.07602
Leptown,-105.52548,37.74406
Leptown,-114.13081,51.07892
Leptown,-114.16213,51.09112
Leptown,-114.09853,51.17152
Leptown,-114.19486,51.13572
Leptown,-114.13054,51.07647
Leptown,-114.13754,51.1227
Leptown,-114.13018,51.07932
Leptown,-114.13414,51.07636
Leptown,-114.13426,51.07504
Leptown,-114.13049,51.08011
Leptown,-114.1384,51.1254
Leptown,-114.13601,51.07532
Leptown,-114.12997,51.07998
Leptown,-114.13233,51.07832
Leptown,-114.1315,51.07474
Leptown,-114.12804,51.07664
Leptown,-114.14118,51.0932
Leptown,-114.08529,51.05011
Leptown,-106.14808,37.57917
Leptown,-96.8605,46.83892
Leptown,-114.1514,51.08123
Leptown,-114.1358,51.0862
Leptown,-114.13034,51.08012
Leptown,-114.12969,51.07633
Leptown,-114.15883,51.10517
Leptown,-114.14045,51.08525
Leptown,-114.2186,51.01853
Leptown,-114.13073,51.07739
Leptown,-114.14002,51.08518
Leptown,-114.13977,51.08368
Leptown,-114.1405,51.08513
Leptown,-114.14033,51.08534
Leptown,-114.05884,51.10813
Leptown,-114.13177,51.07487
Leptown,-114.1738,51.14018
Leptown,-114.13431,51.07468
Leptown,-114.18549,51.17135
Leptown,-114.09304,51.13375
Leptown,-114.13113,51.07679
Leptown,-114.13166,51.07721
Leptown,-114.13113,51.07371
Leptown,-114.10502,51.0273
Leptown,-113.60425,53.5208
Leptown,-113.60424,53.52126
Leptown,-114.13136,51.07335
Leptown,-106.63319,52.13214
Leptown,-118.19806,37.52708
Leptown,-113.47837,53.53577
Leptown,-113.3728,53.5806
Leptown,-107.51933,49.16642
Leptown,-106.63313,52.13675
Leptown,-106.63394,52.12698
Leptown,-100.94465,49.11771
Leptown,-111.08012,41.15905
Leptown,-104.6145,50.43865
Leptown,-112.15851,45.20154
Leptown,-113.96524,50.72603
Leptown,-104.35849,40.68436
Leptown,-95.33831,48.84687
Leptown,-111.31781,40.63602
Leptown,-97.14284,49.8027
Leptown,-96.86094,46.84027
Leptown,-96.86056,46.83907
Leptown,-104.64333,50.475
Leptown,-103.272,39.255
Leptown,-110.6996,44.97783
Leptown,-100.73756,46.82682
Leptown,-104.60914,50.46372
Leptown,-113.9314,51.12709
Leptown,-113.93084,51.12708
Leptown,-114.14964,51.08167
Leptown,-114.13281,51.07849
Leptown,-114.13281,51.07834
Leptown,-114.09168,50.95289
Leptown,-114.10414,50.98619
Leptown,-113.98283,50.91516
Leptown,-114.24113,51.08831
Leptown,-114.06556,51.10587
Leptown,-114.06173,51.11026
Leptown,-103.15819,50.07332
Leptown,-106.32156,40.66944
Leptown,-104.37943,40.88468
Leptown,-104.6339,50.43614
Leptown,-114.09709,51.02816
Leptown,-104.61431,50.43863
Leptown,-107.77213,47.74746
Leptown,-110.70368,44.97067
Leptown,-119.47683,38.51491
Leptown,-106.50975,41.79857
Leptown,-111.97383,41.223
Leptown,-104.82025,41.13998
Leptown,-110,49.21667
Leptown,-107.73333,49.23333
Leptown,-119.46667,49
Leptown,-108.81667,49.51667
Leptown,-100.58333,50.43333
Leptown,-103.66667,50.53333
Leptown,-105.23333,51.08333
Leptown,-104.85,49.15
Leptown,-106.7,49.18333
Leptown,-102.16667,51.05
Leptown,-119.58333,49.13333
Leptown,-104.66883,50.47316
Leptown,-111.29974,47.64804
Leptown,-114.12514,51.07815
Leptown,-113.93253,51.12827
Leptown,-114.06772,50.96612
Leptown,-114.08901,50.94262
Leptown,-114.13318,51.07868
Leptown,-114.13232,51.07861
Leptown,-114.12369,51.07744
Leptown,-114.12183,51.05452
Leptown,-114.12384,51.05781
Leptown,-114.1326,51.08022
Leptown,-114.13593,51.07818
Leptown,-114.14314,51.07851
Leptown,-114.15482,51.08023
Leptown,-113.92994,51.08208
Leptown,-114.0592,50.98182
Leptown,-114.05928,50.98204
Leptown,-114.05928,50.98201
Leptown,-114.12835,51.07838
Leptown,-114.13055,51.07833
Leptown,-114.12981,51.07619
Leptown,-114.13573,51.07558
Leptown,-114.13447,51.07579
Leptown,-114.125,51.07802
Leptown,-113.99407,51.06116
Leptown,-113.93362,51.1136
Leptown,-114.12506,51.07804
Leptown,-114.03839,50.89597
Leptown,-114.04089,50.89517
Leptown,-114.11991,51.0579
Leptown,-114.13528,51.07513
Leptown,-114.09147,50.95346
Leptown,-114.0321,50.94588
Leptown,-114.13081,51.07933
Leptown,-114.11968,51.05794
Leptown,-114.12001,51.05793
Leptown,-114.08408,51.15038
Leptown,-114.08172,51.14744
Leptown,-114.13102,51.07983
Leptown,-114.10826,51.06153
Leptown,-114.13261,51.07845
Leptown,-114.13202,51.07936
Leptown,-114.13281,51.07858
Leptown,-114.13261,51.07915
Leptown,-114.13942,51.07867
Leptown,-114.10784,51.06275
Leptown,-114.10978,51.06156
Leptown,-114.10921,51.06237
Leptown,-114.11073,51.06318
Leptown,-114.10042,51.05632
Leptown,-114.12388,51.07303
Leptown,-114.13096,51.07736
Leptown,-114.12946,51.077
Leptown,-114.05279,50.98104
Leptown,-114.13511,51.08114
Leptown,-114.12926,51.07869
Leptown,-114.13358,51.07568
Leptown,-114.13445,51.07524
Leptown,-114.08627,51.05801
Leptown,-114.10846,51.0647
Leptown,-114.10924,51.06309
Leptown,-114.10921,51.06266
Leptown,-113.94373,51.12741
Leptown,-114.13295,51.08023
Leptown,-114.13857,51.04407
Leptown,-114.12959,51.07997
Leptown,-114.10917,51.06257
Leptown,-114.10962,51.06442
Leptown,-114.13385,51.07513
Leptown,-114.12545,51.07962
Leptown,-114.13098,51.0799
Leptown,-114.07599,50.97553
Leptown,-114.13477,51.07563
Leptown,-114.13507,51.07606
Leptown,-114.11414,51.06126
Leptown,-114.06031,51.11389
Leptown,-114.0608,51.10666
Leptown,-114.06087,51.10692
Leptown,-114.06155,51.10148
Leptown,-114.06559,51.10556
Leptown,-114.12304,51.07538
Leptown,-114.12301,51.0754
Leptown,-114.12589,51.0762
Leptown,-111.65474,44.61784
Leptown,-114.12507,51.07821
Leptown,-114.13282,51.14022
Leptown,-114.1308,51.07982
Leptown,-114.12413,51.07716
Leptown,-118.91148,37.79935
Leptown,-114.08752,50.97356
Leptown,-112.96233,44.47083
Leptown,-119.36072,37.88227
Leptown,-114.09963,51.06298
Leptown,-114.12951,51.0799
Leptown,-114.18589,51.14608
Leptown,-114.13414,51.0759
Leptown,-114.13074,51.07969
Leptown,-114.14889,51.16861
Leptown,-114.13194,51.07778
Leptown,-114.13223,51.0775
Leptown,-114.13119,51.07983
Leptown,-114.13325,51.07516
Leptown,-114.12591,51.07892
Leptown,-114.13031,51.0764
Leptown,-114.13576,51.07543
Leptown,-114.21,51.0659
Leptown,-114.07969,50.95572
Leptown,-114.12989,51.07635
Leptown,-114.12996,51.07608
Leptown,-114.13596,51.07787
Leptown,-114.1341,51.07578
Leptown,-114.12975,51.07603
Leptown,-114.12732,51.0776
Leptown,-114.12687,51.07925
Leptown,-114.1278,51.0787
Leptown,-114.12793,51.07548
Leptown,-114.07702,51.14552
Leptown,-114.0768,51.10579
Leptown,-114.13458,51.0749
Leptown,-114.13323,51.07532
Leptown,-114.13607,51.07612
Leptown,-114.13741,51.11905
Leptown,-114.07916,51.14586
Leptown,-114.1414,51.08367
Leptown,-114.13261,51.07569
Leptown,-114.12914,51.07547
Leptown,-114.13588,51.07608
Leptown,-114.14074,51.07765
Leptown,-114.14417,51.07851
Leptown,-114.13623,51.07673
Leptown,-114.13733,51.07756
Leptown,-114.12517,51.07801
Leptown,-114.1254,51.07782
Leptown,-114.13317,51.07547
Leptown,-114.12906,51.07543
Leptown,-114.13727,51.07769
Leptown,-114.08218,51.16677
Leptown,-114.08686,51.15145
Leptown,-114.1275,51.07861
Leptown,-114.1331,50.97687
Leptown,-99.96326,49.84483
Leptown,-113.76316,52.26116
Leptown,-113.95769,50.93038
Leptown,-114.13237,51.06536
Leptown,-114.1391,51.07904
Leptown,-114.13576,51.07703
Leptown,-114.13811,51.07883
Leptown,-114.13031,51.0785
Leptown,-114.13749,51.07688
Leptown,-114.13133,51.07518
Leptown,-114.13658,51.08123
Leptown,-114.07724,51.14582
Leptown,-113.4668,53.54357
Leptown,-113.2752,53.56348
Leptown,-114.14028,51.0791
Leptown,-114.3227,51.18027
Leptown,-104.61762,50.43976
Leptown,-110.50814,38.0821
Leptown,-111.54519,38.24059
Leptown,-113.34866,41.93155
Leptown,-111.40871,39.33467
Leptown,-111.34111,40.72472
Leptown,-111.79028,40.68917
Leptown,-111.7578,40.75095
Leptown,-111.22639,40.58139
Leptown,-106.33858,37.92613
Leptown,-111.11787,40.6034
Leptown,-106.683,38.264
Leptown,-113.744,41.867
Leptown,-109.5,41.5
Leptown,-109.18,40.71833
Leptown,-109.96642,40.19558
Leptown,-109.97,40.155
Leptown,-110.549,39.793
Leptown,-109.96661,40.19444
Leptown,-106.7693,38.22583
Leptown,-106.74173,38.22625
Leptown,-106.82695,38.19943
Leptown,-106.80605,38.22527
Leptown,-106.6784,38.21543
Leptown,-106.76011,38.22597
Leptown,-106.67203,38.22065
Leptown,-106.66564,38.22586
Leptown,-106.65926,38.23107
Leptown,-106.81421,38.20987
Leptown,-106.77599,38.24122
Leptown,-106.75093,38.22611
Leptown,-106.68112,38.18832
Leptown,-106.62813,38.24177
Leptown,-106.61345,38.21634
Leptown,-111.085,40.9804
Leptown,-111.2025,41.11167
Leptown,-110.34987,40.39917
Leptown,-110.00566,40.93528
Leptown,-111.21291,41.71879
Leptown,-111.2533,38.15868
Leptown,-111.19676,41.56
Leptown,-111.565,41.57296
Leptown,-107.41,37.01
Leptown,-107.23984,38.47167
Leptown,-107.18965,38.52235
Leptown,-107.30167,38.45942
Leptown,-107.3026,38.4884
Leptown,-112.33722,38.38611
Leptown,-111.44431,39.30295
Leptown,-111.70461,38.57763
Leptown,-111.57188,38.88205
Leptown,-111.77139,38.54378
Leptown,-111.52713,38.306
Leptown,-111.73766,38.53538
Leptown,-111.70461,38.54863
Leptown,-106.59141,52.10834
Leptown,-96.87299,46.82248
Leptown,-105.93275,41.23599
Leptown,-113.52632,53.52322
Leptown,-113.95755,51.00994
Leptown,-114.01697,50.89903
Leptown,-113.98732,50.9096
Leptown,-107.32549,49.03678
Leptown,-114.1331,51.08412
Leptown,-105.93327,41.23741
Leptown,-106.50454,37.69476
Leptown,-104.59154,50.42693
Leptown,-104.58446,50.42303
Leptown,-113.27465,53.56463
Leptown,-99.69238,41.51645
Leptown,-106.38954,40.66944
Leptown,-114.08633,51.06472
Leptown,-114.10214,50.98287
Leptown,-97.04516,50.3934
Leptown,-99.99838,40.87003
Leptown,-102.25455,43.87667
Leptown,-122,42
Leptown,-118.87199,37.29755
Leptown,-101.16773,47.54696
Leptown,-111.15169,41.43449
Leptown,-119.48936,37.84987
Leptown,-113.27299,53.56458
Leptown,-113.4747,53.59332
Leptown,-114.05714,51.04511
Leptown,-107.00194,42.54611
Leptown,-109.86028,43.15641
Leptown,-118.7044,47.701
Leptown,-106.08042,40.05784
Leptown,-106.2353,46.752
Leptown,-106.31065,42.75638
Leptown,-105.00917,42.74648
Leptown,-118.42594,36.77713
Leptown,-104.00328,40.75277
Leptown,-110.77185,41.86182
Leptown,-105.5008,39.0003
Leptown,-100.0007,47.5003
Leptown,-97.4832,38.89124
Leptown,-106.50937,41.79884
Leptown,-105.51754,39.491
Leptown,-105.43077,46.73517
Leptown,-100.00235,40.29973
Leptown,-99.32677,38.87918
Leptown,-107.43842,42.97427
Leptown,-113.60927,48.93276
Leptown,-106.93865,41.77746
Leptown,-108.74988,48.1761
Leptown,-95.04334,45.12191
Leptown,-100.84837,46.76249
Leptown,-110.11572,42.99272
Leptown,-118.25448,37.63397
Leptown,-120.23152,41.59303
Leptown,-121.8814,42.3983
Leptown,-120.11622,41.32101
Leptown,-102.6331,46.0001
Leptown,-99.60316,43.87888
Leptown,-106.47767,40.73866
Leptown,-104.04389,39.615
Leptown,-102.80056,40.85889
Leptown,-106.53472,40.80694
Leptown,-105.97291,37.82608
Leptown,-106.20774,38.0283
Leptown,-106.81201,38.22767
Leptown,-106.8035,38.21441
Leptown,-106.80248,38.21747
Leptown,-106.20363,38.02418
Leptown,-106.83098,38.19049
Leptown,-106.73882,38.19275
Leptown,-106.18012,37.97914
Leptown,-107.25694,40.49194
Leptown,-106.10694,39.33528
Leptown,-103.27861,38.94278
Leptown,-104.32278,39.73833
Leptown,-106.23772,37.97464
Leptown,-104.42694,39.75889
Leptown,-106.04415,39.62816
Leptown,-106.28306,40.73167
Leptown,-105.8,39.37722
Leptown,-104.86528,39.92056
Leptown,-105.10139,40.16722
Leptown,-97.4103,48.4122
Leptown,-105.82307,40.25221
Leptown,-106.67539,37.62355
Leptown,-106.9031,41.45492
Leptown,-100.61112,47.42538
Leptown,-106.63893,43.69576
Leptown,-107.83738,40.05919
Leptown,-95.1388,43.4802
Leptown,-109.06993,40.50369
Leptown,-107.58845,40.44628
Leptown,-100.4768,42.46526
Leptown,-96.9044,42.9319
Leptown,-105.6703,36.9236
Leptown,-112.33333,42.5
Leptown,-112.2815,44.5835
Leptown,-97.4031,48.6481
Leptown,-97.2976,48.7354
Leptown,-105.66636,36.689
Leptown,-118.79056,38.57028
Leptown,-119.32125,38.44212
Leptown,-112.7605,45.2134
Leptown,-120.34428,41.4364
Leptown,-119.22656,38.256
Leptown,-118.26104,37.71277
Leptown,-118.17018,37.49938
Leptown,-115.36343,41.86105
Leptown,-118.89504,37.63706
Leptown,-119.4344,48.9392
Leptown,-107.97861,41.52816
Leptown,-118.60426,37.79081
Leptown,-120.21576,40.95806
Leptown,-119.31059,38.15387
Leptown,-119.1053,37.90891
Leptown,-119.9882,38.69401
Leptown,-120.98052,41.88422
Leptown,-119.95028,38.98556
Leptown,-112.4447,42.8134
Leptown,-118.84104,38.53709
Leptown,-119.88472,39.28568
Leptown,-105.66144,37.73123
Leptown,-113.5606,42.3353
Leptown,-113.5772,42.2679
Leptown,-111.6778,45.2033
Leptown,-118.58079,37.81499
Leptown,-104.478,40.6098
Leptown,-104.1822,40.8054
Leptown,-118.38833,47.05095
Leptown,-112.23,44.1764
Leptown,-120.27583,47.22839
Leptown,-110.32528,41.76917
Leptown,-120.3447,42.2324
Leptown,-94.42834,48.76552
Leptown,-95.70032,46.39996
Leptown,-100.2466,44.29858
Leptown,-100.1245,44.22369
Leptown,-102.39917,41.80118
Leptown,-107.92471,47.1873
Leptown,-96.7894,46.8787
Leptown,-100.5549,42.6635
Leptown,-117.38,46.6297
Leptown,-103.533,43.9019
Leptown,-103.5462,43.9134
Leptown,-96.7672,46.8739
Leptown,-95.1422,43.0935
Leptown,-103.5323,43.9026
Leptown,-93.5669,45.3039
Leptown,-94.6828,43.1128
Leptown,-115.83972,41.86917
Leptown,-102.9985,42.684
Leptown,-103.4187,43.9581
Leptown,-98.3839,47.9111
Leptown,-119.5822,48.3614
Leptown,-119.6492,47.9725
Leptown,-105.46176,38.71256
Leptown,-118.6711,46.04
Leptown,-118.7446,45.98881
Leptown,-118.6711,46.08344
Leptown,-110.29222,41.3275
Leptown,-106.31065,42.8433
Leptown,-106.6089,38.45165
Leptown,-105.34517,44.00034
Leptown,-106.01278,41.11056
Leptown,-106.65297,41.10689
Leptown,-106.99905,41.81533
Leptown,-107.77917,44.53556
Leptown,-108.0125,44.51988
Leptown,-106,41.20667
Leptown,-104.35523,44.0994
Leptown,-105.80882,41.14724
Leptown,-105.38972,41.23194
Leptown,-110.7175,43.62686
Leptown,-105.70404,41.32835
Leptown,-105.59056,41.31139
Leptown,-105.70639,41.25694
