iteration,K,pop_size,desired_h2,p_corin,p_ednrb,Va,Ve,Vp,obs_h2
1,2750,2750,0.64,0.703273,0.576182,6.67939,3.75715,10.5068,0.63572
1,2750,2750,0.64,0.703273,0.576182,6.34057,3.56657,10.0663,0.629879
1,2750,2750,0.64,0.703273,0.576182,6.34765,3.57055,10.0198,0.633509
1,2750,2750,0.64,0.703273,0.576182,6.27869,3.53176,10.3826,0.604734
1,2750,2750,0.64,0.703273,0.576182,6.23455,3.50693,9.69172,0.643286
1,2750,2750,0.64,0.703273,0.576182,6.21901,3.49819,9.55068,0.651158
1,2750,2750,0.64,0.703273,0.576182,6.30929,3.54897,9.89938,0.637342
1,2750,2750,0.64,0.703273,0.576182,6.33012,3.5607,9.70246,0.652425
1,2750,2750,0.64,0.703273,0.576182,6.45044,3.62837,10.2482,0.629423
1,2750,2750,0.64,0.703273,0.576182,6.06817,3.41335,9.88852,0.613658
1,2750,2750,0.64,0.703273,0.576182,6.49395,3.65285,10.3317,0.628547
1,2750,2750,0.64,0.703273,0.576182,6.45014,3.6282,9.7667,0.660421
1,2750,2750,0.64,0.703273,0.576182,6.33829,3.56529,9.62591,0.658462
1,2750,2750,0.64,0.703273,0.576182,6.45696,3.63204,9.92264,0.65073
1,2750,2750,0.64,0.703273,0.576182,6.388,3.59325,9.4827,0.673648
1,2750,2750,0.64,0.703273,0.576182,6.64864,3.73986,9.94385,0.668618
1,2750,2750,0.64,0.703273,0.576182,6.24443,3.51249,9.73085,0.641715
1,2750,2750,0.64,0.703273,0.576182,6.41248,3.60702,9.89879,0.647804
1,2750,2750,0.64,0.703273,0.576182,6.4333,3.61873,9.81122,0.655708
1,2750,2750,0.64,0.703273,0.576182,6.54684,3.6826,10.1703,0.643721
1,2750,2750,0.64,0.703273,0.576182,6.43076,3.6173,10.2404,0.627978
1,2750,2750,0.64,0.703273,0.576182,6.28116,3.53315,9.71699,0.64641
1,2750,2750,0.64,0.703273,0.576182,6.60663,3.71623,10.3808,0.636429
1,2750,2750,0.64,0.703273,0.576182,6.5656,3.69315,10.2967,0.637644
1,2750,2750,0.64,0.703273,0.576182,6.48832,3.64968,10.1892,0.636784
1,2750,2750,0.64,0.703273,0.576182,6.5768,3.69945,10.3237,0.63706
1,2750,2750,0.64,0.703273,0.576182,6.21296,3.49479,9.51241,0.653143
1,2750,2750,0.64,0.703273,0.576182,6.45256,3.62957,10.3653,0.622518
1,2750,2750,0.64,0.703273,0.576182,6.29539,3.54116,9.81572,0.641358
1,2750,2750,0.64,0.703273,0.576182,6.4276,3.61553,9.83198,0.653745
1,2750,2750,0.64,0.703273,0.576182,6.223,3.50044,9.35549,0.665171
1,2750,2750,0.64,0.703273,0.576182,6.37576,3.58636,9.91557,0.643004
1,2750,2750,0.64,0.703273,0.576182,6.3099,3.54932,10.1381,0.622397
1,2750,2750,0.64,0.703273,0.576182,6.28603,3.53589,9.3634,0.671341
1,2750,2750,0.64,0.703273,0.576182,6.29134,3.53888,10.0866,0.623733
1,2750,2750,0.64,0.703273,0.576182,6.36147,3.57833,9.85807,0.645306
1,2750,2750,0.64,0.703273,0.576182,6.16882,3.46996,9.66808,0.638061
1,2750,2750,0.64,0.703273,0.576182,6.02238,3.38759,9.03798,0.666341
1,2750,2750,0.64,0.703273,0.576182,6.21797,3.49761,9.70574,0.640648
1,2750,2750,0.64,0.703273,0.576182,6.77782,3.81252,10.4835,0.646523
1,2750,2750,0.64,0.703273,0.576182,6.32442,3.55748,10.0515,0.629204
1,2750,2750,0.64,0.703273,0.576182,6.45587,3.63143,10.1301,0.637298
1,2750,2750,0.64,0.703273,0.576182,6.4767,3.64314,9.69999,0.667701
1,2750,2750,0.64,0.703273,0.576182,6.59461,3.70947,10.4494,0.631102
1,2750,2750,0.64,0.703273,0.576182,6.36951,3.58285,10.0805,0.631864
1,2750,2750,0.64,0.703273,0.576182,6.60141,3.7133,10.314,0.640043
1,2750,2750,0.64,0.703273,0.576182,6.35012,3.57194,9.67607,0.65627
1,2750,2750,0.64,0.703273,0.576182,6.4331,3.61862,9.9625,0.645731
1,2750,2750,0.64,0.703273,0.576182,6.4076,3.60427,9.9632,0.643126
1,2750,2750,0.64,0.703273,0.576182,6.25304,3.51733,9.80948,0.637448
1,2750,2750,0.64,0.703273,0.576182,6.30049,3.54403,10.032,0.628042
1,2750,2750,0.64,0.703273,0.576182,6.27072,3.52728,9.71666,0.645357
1,2750,2750,0.64,0.703273,0.576182,6.58319,3.70305,10.0593,0.65444
1,2750,2750,0.64,0.703273,0.576182,6.16724,3.46907,9.78102,0.630532
1,2750,2750,0.64,0.703273,0.576182,6.50309,3.65799,9.67849,0.671912
1,2750,2750,0.64,0.703273,0.576182,6.29084,3.5386,9.75929,0.6446
1,2750,2750,0.64,0.703273,0.576182,6.39728,3.59847,9.87983,0.647509
1,2750,2750,0.64,0.703273,0.576182,6.18608,3.47967,9.60633,0.643959
1,2750,2750,0.64,0.703273,0.576182,6.83159,3.84277,10.6142,0.64363
1,2750,2750,0.64,0.703273,0.576182,6.61743,3.72231,10.3717,0.638029
1,2750,2750,0.64,0.703273,0.576182,6.25406,3.51791,9.8669,0.633843
1,2750,2750,0.64,0.703273,0.576182,6.5614,3.69079,10.0481,0.652999
1,2750,2750,0.64,0.703273,0.576182,6.12152,3.44336,9.4937,0.644798
1,2750,2750,0.64,0.703273,0.576182,6.19757,3.48613,9.6328,0.643382
1,2750,2750,0.64,0.703273,0.576182,6.55665,3.68811,10.4045,0.630172
1,2750,2750,0.64,0.703273,0.576182,6.45944,3.63344,10.194,0.633652
1,2750,2750,0.64,0.703273,0.576182,6.43504,3.61971,10.1788,0.632198
1,2750,2750,0.64,0.703273,0.576182,6.35237,3.57321,9.76492,0.65053
1,2750,2750,0.64,0.703273,0.576182,6.51574,3.6651,9.92398,0.656565
1,2750,2750,0.64,0.703273,0.576182,6.25037,3.51583,9.88671,0.632199
1,2750,2750,0.64,0.703273,0.576182,6.48584,3.64828,10.1024,0.642008
1,2750,2750,0.64,0.703273,0.576182,6.31285,3.55098,9.80185,0.644046
1,2750,2750,0.64,0.703273,0.576182,6.15981,3.46489,9.2035,0.66929
1,2750,2750,0.64,0.703273,0.576182,6.19302,3.48357,9.64567,0.642052
1,2750,2750,0.64,0.703273,0.576182,6.36771,3.58184,10.0632,0.632772
1,2750,2750,0.64,0.703273,0.576182,6.81861,3.83547,10.6463,0.640467
1,2750,2750,0.64,0.703273,0.576182,6.37782,3.58752,9.79889,0.650872
1,2750,2750,0.64,0.703273,0.576182,6.60023,3.71263,10.3485,0.637797
1,2750,2750,0.64,0.703273,0.576182,6.37136,3.58389,9.92018,0.642263
1,2750,2750,0.64,0.703273,0.576182,6.37556,3.58625,9.88526,0.644956
1,2750,2750,0.64,0.703273,0.576182,6.46906,3.63885,9.79431,0.660491
1,2750,2750,0.64,0.703273,0.576182,6.29869,3.54301,9.73004,0.647344
1,2750,2750,0.64,0.703273,0.576182,6.2076,3.49177,9.72789,0.638124
1,2750,2750,0.64,0.703273,0.576182,6.69753,3.76736,10.3698,0.64587
1,2750,2750,0.64,0.703273,0.576182,6.1328,3.4497,9.71713,0.631132
1,2750,2750,0.64,0.703273,0.576182,6.26686,3.52511,9.61696,0.651647
1,2750,2750,0.64,0.703273,0.576182,6.28865,3.53736,9.91745,0.634099
1,2750,2750,0.64,0.703273,0.576182,6.60292,3.71414,10.4332,0.632877
1,2750,2750,0.64,0.703273,0.576182,6.2894,3.53779,9.70571,0.64801
1,2750,2750,0.64,0.703273,0.576182,6.2505,3.51591,9.85219,0.634428
1,2750,2750,0.64,0.703273,0.576182,6.5843,3.70367,10.2682,0.641235
1,2750,2750,0.64,0.703273,0.576182,6.30014,3.54383,10.0514,0.626792
1,2750,2750,0.64,0.703273,0.576182,6.55604,3.68777,10.5388,0.622086
1,2750,2750,0.64,0.703273,0.576182,6.14887,3.45874,9.77783,0.628859
1,2750,2750,0.64,0.703273,0.576182,6.48371,3.64708,10.0215,0.646978
1,2750,2750,0.64,0.703273,0.576182,6.27065,3.52724,9.48286,0.661261
1,2750,2750,0.64,0.703273,0.576182,6.54234,3.68007,10.3894,0.629711
1,2750,2750,0.64,0.703273,0.576182,6.45964,3.63355,9.98024,0.647243
1,2750,2750,0.64,0.703273,0.576182,6.12393,3.44471,9.41088,0.650729
1,2750,2750,0.64,0.703273,0.576182,6.09112,3.42626,9.56004,0.637144
1,2750,2750,0.64,0.703273,0.576182,6.22959,3.50414,9.67773,0.643703
1,2750,2750,0.64,0.703273,0.576182,6.36538,3.58052,9.98956,0.637203
1,2750,2750,0.64,0.703273,0.576182,6.21592,3.49645,9.73086,0.638784
1,2750,2750,0.64,0.703273,0.576182,6.17688,3.4745,9.65353,0.639857
1,2750,2750,0.64,0.703273,0.576182,6.2723,3.52817,9.857,0.636329
1,2750,2750,0.64,0.703273,0.576182,6.26418,3.5236,9.73343,0.643573
1,2750,2750,0.64,0.703273,0.576182,6.28316,3.53428,9.9349,0.632434
1,2750,2750,0.64,0.703273,0.576182,6.31416,3.55171,9.64217,0.654848
1,2750,2750,0.64,0.703273,0.576182,6.41193,3.60671,10.186,0.629486
1,2750,2750,0.64,0.703273,0.576182,6.37344,3.58506,9.86598,0.646001
1,2750,2750,0.64,0.703273,0.576182,6.41248,3.60702,10.2588,0.625072
1,2750,2750,0.64,0.703273,0.576182,6.3442,3.56861,9.99988,0.634428
1,2750,2750,0.64,0.703273,0.576182,6.49799,3.65512,10.266,0.632963
1,2750,2750,0.64,0.703273,0.576182,6.22072,3.49916,9.26905,0.671128
1,2750,2750,0.64,0.703273,0.576182,6.23907,3.50948,9.82343,0.635121
1,2750,2750,0.64,0.703273,0.576182,6.46858,3.63857,10.1515,0.637203
1,2750,2750,0.64,0.703273,0.576182,6.86095,3.85929,10.9549,0.626288
1,2750,2750,0.64,0.703273,0.576182,6.40328,3.60184,10.0534,0.63693
1,2750,2750,0.64,0.703273,0.576182,6.34745,3.57044,10.025,0.633165
1,2750,2750,0.64,0.703273,0.576182,6.31966,3.55481,9.79945,0.6449
1,2750,2750,0.64,0.703273,0.576182,6.56379,3.69213,10.415,0.630228
1,2750,2750,0.64,0.703273,0.576182,6.31368,3.55145,9.82131,0.642856
1,2750,2750,0.64,0.703273,0.576182,6.54752,3.68298,10.0961,0.648519
1,2750,2750,0.64,0.703273,0.576182,6.32483,3.55772,9.69151,0.652616
1,2750,2750,0.64,0.703273,0.576182,6.28735,3.53663,10.0069,0.628302
1,2750,2750,0.64,0.703273,0.576182,6.19528,3.48485,9.76483,0.634449
1,2750,2750,0.64,0.703273,0.576182,6.43338,3.61878,9.5962,0.670409
1,2750,2750,0.64,0.703273,0.576182,6.2395,3.50972,9.76867,0.638726
1,2750,2750,0.64,0.703273,0.576182,6.54593,3.68209,10.2518,0.638517
1,2750,2750,0.64,0.703273,0.576182,6.43621,3.62037,10.4253,0.617362
1,2750,2750,0.64,0.703273,0.576182,6.34241,3.56761,9.47134,0.669643
1,2750,2750,0.64,0.703273,0.576182,6.15465,3.46199,9.40032,0.654728
1,2750,2750,0.64,0.703273,0.576182,6.57941,3.70092,10.4606,0.62897
1,2750,2750,0.64,0.703273,0.576182,6.57405,3.69791,10.5262,0.624545
1,2750,2750,0.64,0.703273,0.576182,6.61509,3.72099,10.7418,0.615824
1,2750,2750,0.64,0.703273,0.576182,6.32261,3.55647,9.97926,0.633575
1,2750,2750,0.64,0.703273,0.576182,6.31829,3.55404,9.57896,0.659601
1,2750,2750,0.64,0.703273,0.576182,6.32049,3.55527,9.732,0.649454
1,2750,2750,0.64,0.703273,0.576182,6.39302,3.59607,10.2515,0.623617
1,2750,2750,0.64,0.703273,0.576182,6.15707,3.46335,9.75771,0.630996
1,2750,2750,0.64,0.703273,0.576182,6.28192,3.53358,9.86451,0.63682
1,2750,2750,0.64,0.703273,0.576182,6.16923,3.47019,9.6404,0.639935
1,2750,2750,0.64,0.703273,0.576182,6.21833,3.49781,9.85521,0.630969
1,2750,2750,0.64,0.703273,0.576182,6.26932,3.52649,9.94324,0.630511
1,2750,2750,0.64,0.703273,0.576182,6.39715,3.59839,10.1457,0.630531
1,2750,2750,0.64,0.703273,0.576182,6.51334,3.66376,10.2061,0.638179
1,2750,2750,0.64,0.703273,0.576182,6.40498,3.6028,9.87328,0.648719
1,2750,2750,0.64,0.703273,0.576182,6.6771,3.75587,10.2018,0.654502
1,2750,2750,0.64,0.703273,0.576182,6.26171,3.52221,9.96459,0.628396
1,2750,2750,0.64,0.703273,0.576182,6.26713,3.52526,9.52484,0.657977
1,2750,2750,0.64,0.703273,0.576182,6.39866,3.59924,9.77832,0.654372
1,2750,2750,0.64,0.703273,0.576182,6.30969,3.5492,10.2306,0.616745
1,2750,2750,0.64,0.703273,0.576182,6.26417,3.5236,9.96689,0.628498
1,2750,2750,0.64,0.703273,0.576182,6.20657,3.49119,9.51549,0.65226
1,2750,2750,0.64,0.703273,0.576182,6.13953,3.45349,9.65037,0.636197
1,2750,2750,0.64,0.703273,0.576182,6.72951,3.78535,10.6495,0.631906
1,2750,2750,0.64,0.703273,0.576182,6.52105,3.66809,10.108,0.645138
1,2750,2750,0.64,0.703273,0.576182,6.27004,3.5269,9.94544,0.630443
1,2750,2750,0.64,0.703273,0.576182,6.42031,3.61143,9.9307,0.646512
1,2750,2750,0.64,0.703273,0.576182,6.3579,3.57632,9.95813,0.638463
1,2750,2750,0.64,0.703273,0.576182,6.45297,3.6298,9.787,0.659341
1,2750,2750,0.64,0.703273,0.576182,6.45276,3.62968,10.0805,0.640124
1,2750,2750,0.64,0.703273,0.576182,6.27531,3.52986,9.86536,0.636095
1,2750,2750,0.64,0.703273,0.576182,6.50117,3.65691,9.90486,0.656361
1,2750,2750,0.64,0.703273,0.576182,6.33705,3.56459,9.94722,0.637067
1,2750,2750,0.64,0.703273,0.576182,6.533,3.67481,10.1097,0.646213
1,2750,2750,0.64,0.703273,0.576182,6.24534,3.513,9.902,0.630715
1,2750,2750,0.64,0.703273,0.576182,6.33431,3.56305,9.75077,0.649621
1,2750,2750,0.64,0.703273,0.576182,6.70881,3.7737,10.5933,0.633309
1,2750,2750,0.64,0.703273,0.576182,6.48288,3.64662,9.66103,0.671035
1,2750,2750,0.64,0.703273,0.576182,6.44026,3.62265,10.2284,0.629642
1,2750,2750,0.64,0.703273,0.576182,6.4571,3.63212,10.052,0.642372
1,2750,2750,0.64,0.703273,0.576182,6.38696,3.59266,9.99078,0.639285
1,2750,2750,0.64,0.703273,0.576182,6.30984,3.54928,10.0289,0.629168
1,2750,2750,0.64,0.703273,0.576182,6.61509,3.72099,10.3469,0.639328
1,2750,2750,0.64,0.703273,0.576182,6.72414,3.78233,10.5131,0.639596
1,2750,2750,0.64,0.703273,0.576182,6.44342,3.62443,10.1846,0.632662
1,2750,2750,0.64,0.703273,0.576182,6.42961,3.61665,10.0181,0.641796
1,2750,2750,0.64,0.703273,0.576182,6.72977,3.7855,10.328,0.651603
1,2750,2750,0.64,0.703273,0.576182,6.39537,3.59739,10.0596,0.63575
1,2750,2750,0.64,0.703273,0.576182,6.0956,3.42878,9.40559,0.648083
1,2750,2750,0.64,0.703273,0.576182,6.10371,3.43334,9.48582,0.643457
1,2750,2750,0.64,0.703273,0.576182,6.43619,3.62036,10.0636,0.63955
1,2750,2750,0.64,0.703273,0.576182,6.44439,3.62497,9.91475,0.64998
1,2750,2750,0.64,0.703273,0.576182,6.46838,3.63846,10.3419,0.625456
1,2750,2750,0.64,0.703273,0.576182,6.35143,3.57268,9.70112,0.654711
1,2750,2750,0.64,0.703273,0.576182,6.26803,3.52577,10.0198,0.625562
1,2750,2750,0.64,0.703273,0.576182,6.64631,3.73855,9.9545,0.667669
1,2750,2750,0.64,0.703273,0.576182,6.44314,3.62427,9.90175,0.650707
1,2750,2750,0.64,0.703273,0.576182,6.42761,3.61553,10.3518,0.620917
1,2750,2750,0.64,0.703273,0.576182,6.63001,3.72938,10.3427,0.641033
1,2750,2750,0.64,0.703273,0.576182,6.40229,3.60129,10.2015,0.627582
1,2750,2750,0.64,0.703273,0.576182,6.31367,3.55144,9.74844,0.64766
1,2750,2750,0.64,0.703273,0.576182,6.39867,3.59925,10.126,0.631905
1,2750,2750,0.64,0.703273,0.576182,6.56532,3.69299,10.4439,0.628624
1,2750,2750,0.64,0.703273,0.576182,6.43696,3.62079,10.1647,0.633264
1,2750,2750,0.64,0.703273,0.576182,6.28989,3.53806,9.66543,0.650761
1,2750,2750,0.64,0.703273,0.576182,6.39212,3.59557,9.84455,0.649305
1,2750,2750,0.64,0.703273,0.576182,6.09648,3.42927,9.36969,0.65066
1,2750,2750,0.64,0.703273,0.576182,6.43991,3.62245,9.85127,0.653714
1,2750,2750,0.64,0.703273,0.576182,6.61558,3.72126,10.2956,0.642565
1,2750,2750,0.64,0.703273,0.576182,6.36676,3.5813,9.74347,0.653438
1,2750,2750,0.64,0.703273,0.576182,6.18258,3.4777,9.8012,0.630798
1,2750,2750,0.64,0.703273,0.576182,6.53087,3.67362,10.3521,0.630873
1,2750,2750,0.64,0.703273,0.576182,6.16819,3.46961,9.60526,0.642169
1,2750,2750,0.64,0.703273,0.576182,6.53926,3.67833,10.3944,0.629112
1,2750,2750,0.64,0.703273,0.576182,6.36421,3.57987,10.2394,0.621542
1,2750,2750,0.64,0.703273,0.576182,6.38711,3.59275,9.83145,0.649661
1,2750,2750,0.64,0.703273,0.576182,6.52743,3.67168,9.78406,0.66715
1,2750,2750,0.64,0.703273,0.576182,6.54792,3.68321,9.79675,0.668377
1,2750,2750,0.64,0.703273,0.576182,6.17797,3.47511,9.96735,0.61982
1,2750,2750,0.64,0.703273,0.576182,6.57453,3.69817,9.91865,0.662845
1,2750,2750,0.64,0.703273,0.576182,6.45669,3.63189,9.96823,0.647727
1,2750,2750,0.64,0.703273,0.576182,6.38374,3.59085,10.1416,0.629462
1,2750,2750,0.64,0.703273,0.576182,6.50528,3.65922,9.98386,0.65158
1,2750,2750,0.64,0.703273,0.576182,6.35755,3.57612,9.61279,0.661363
1,2750,2750,0.64,0.703273,0.576182,6.52495,3.67029,10.5051,0.62112
1,2750,2750,0.64,0.703273,0.576182,6.43765,3.62118,9.67807,0.665179
1,2750,2750,0.64,0.703273,0.576182,6.53081,3.67358,10.4878,0.622708
1,2750,2750,0.64,0.703273,0.576182,6.49119,3.65129,10.6019,0.612269
1,2750,2750,0.64,0.703273,0.576182,6.66426,3.74864,10.0875,0.660644
1,2750,2750,0.64,0.703273,0.576182,6.40215,3.60121,10.0412,0.63759
1,2750,2750,0.64,0.703273,0.576182,6.38621,3.59224,9.78792,0.652458
1,2750,2750,0.64,0.703273,0.576182,6.38552,3.59186,9.98447,0.639545
1,2750,2750,0.64,0.703273,0.576182,6.16572,3.46822,9.6351,0.639923
1,2750,2750,0.64,0.703273,0.576182,6.57412,3.69794,10.2169,0.643453
1,2750,2750,0.64,0.703273,0.576182,6.3295,3.56034,9.7821,0.647049
1,2750,2750,0.64,0.703273,0.576182,6.31802,3.55388,9.77786,0.646155
1,2750,2750,0.64,0.703273,0.576182,6.43921,3.62206,9.92997,0.648462
1,2750,2750,0.64,0.703273,0.576182,6.66562,3.74941,10.5721,0.630491
1,2750,2750,0.64,0.703273,0.576182,6.24589,3.51331,9.73474,0.641608
1,2750,2750,0.64,0.703273,0.576182,6.31181,3.5504,9.50005,0.664398
1,2750,2750,0.64,0.703273,0.576182,6.38767,3.59306,9.7902,0.652455
1,2750,2750,0.64,0.703273,0.576182,6.2245,3.50128,9.64413,0.645419
1,2750,2750,0.64,0.703273,0.576182,6.48125,3.6457,10.0559,0.644525
1,2750,2750,0.64,0.703273,0.576182,6.49396,3.65285,9.99192,0.649921
1,2750,2750,0.64,0.703273,0.576182,6.19034,3.48207,9.86513,0.627497
1,2750,2750,0.64,0.703273,0.576182,6.47072,3.63978,10.0498,0.643864
1,2750,2750,0.64,0.703273,0.576182,6.44644,3.62612,10.5489,0.611102
1,2750,2750,0.64,0.703273,0.576182,6.36203,3.57864,9.84661,0.646114
1,2750,2750,0.64,0.703273,0.576182,6.39927,3.59959,9.93351,0.644211
1,2750,2750,0.64,0.703273,0.576182,6.50357,3.65826,10.0018,0.650243
1,2750,2750,0.64,0.703273,0.576182,6.46342,3.63568,10.0519,0.643003
1,2750,2750,0.64,0.703273,0.576182,6.30254,3.54518,9.86393,0.638948
1,2750,2750,0.64,0.703273,0.576182,6.21295,3.49478,9.88984,0.628215
1,2750,2750,0.64,0.703273,0.576182,6.26892,3.52627,9.91384,0.632341
1,2750,2750,0.64,0.703273,0.576182,6.05845,3.40788,9.36489,0.646932
1,2750,2750,0.64,0.703273,0.576182,6.47132,3.64012,10.126,0.639082
1,2750,2750,0.64,0.703273,0.576182,6.32832,3.55968,10.2791,0.615651
1,2750,2750,0.64,0.703273,0.576182,6.44329,3.62435,10.0062,0.643931
1,2750,2750,0.64,0.703273,0.576182,6.39824,3.59901,10.1491,0.630427
1,2750,2750,0.64,0.703273,0.576182,6.19102,3.48245,9.43782,0.65598
1,2750,2750,0.64,0.703273,0.576182,6.46081,3.63421,10.1293,0.637833
1,2750,2750,0.64,0.703273,0.576182,6.74194,3.79234,10.9715,0.614496
1,2750,2750,0.64,0.703273,0.576182,6.27099,3.52743,9.60201,0.653091
1,2750,2750,0.64,0.703273,0.576182,6.38526,3.59171,9.90502,0.644648
1,2750,2750,0.64,0.703273,0.576182,6.40189,3.60107,10.05,0.637002
1,2750,2750,0.64,0.703273,0.576182,6.38492,3.59152,10.2234,0.62454
1,2750,2750,0.64,0.703273,0.576182,6.51299,3.66356,10.0122,0.650507
1,2750,2750,0.64,0.703273,0.576182,6.36545,3.58056,10.1259,0.628632
1,2750,2750,0.64,0.703273,0.576182,6.84431,3.84992,10.6206,0.644435
1,2750,2750,0.64,0.703273,0.576182,6.22781,3.50314,9.15442,0.680306
1,2750,2750,0.64,0.703273,0.576182,6.2276,3.50302,9.81929,0.634221
1,2750,2750,0.64,0.703273,0.576182,6.35177,3.57287,9.83455,0.645863
1,2750,2750,0.64,0.703273,0.576182,6.33968,3.56607,9.4501,0.670859
1,2750,2750,0.64,0.703273,0.576182,6.24019,3.5101,9.63526,0.647641
1,2750,2750,0.64,0.703273,0.576182,6.82423,3.83863,10.7929,0.632289
1,2750,2750,0.64,0.703273,0.576182,6.44768,3.62682,10.2464,0.629261
1,2750,2750,0.64,0.703273,0.576182,6.3226,3.55646,9.87748,0.640103
1,2750,2750,0.64,0.703273,0.576182,6.62967,3.72919,10.0244,0.661356
1,2750,2750,0.64,0.703273,0.576182,6.16421,3.46737,9.62251,0.640603
1,2750,2750,0.64,0.703273,0.576182,6.30295,3.54541,9.52081,0.662018
1,2750,2750,0.64,0.703273,0.576182,6.29738,3.54228,9.70044,0.649185
1,2750,2750,0.64,0.703273,0.576182,6.58849,3.70602,10.2448,0.643103
1,2750,2750,0.64,0.703273,0.576182,6.26164,3.52217,9.67424,0.647249
1,2750,2750,0.64,0.703273,0.576182,6.44396,3.62473,10.1253,0.636419
1,2750,2750,0.64,0.703273,0.576182,6.24108,3.51061,10.0082,0.623597
1,2750,2750,0.64,0.703273,0.576182,6.28507,3.53535,9.50192,0.661453
1,2750,2750,0.64,0.703273,0.576182,6.15396,3.4616,9.25119,0.665207
1,2750,2750,0.64,0.703273,0.576182,6.28521,3.53543,9.86624,0.637041
1,2750,2750,0.64,0.703273,0.576182,6.32338,3.5569,9.84787,0.642106
1,2750,2750,0.64,0.703273,0.576182,6.4375,3.62109,10.2055,0.630789
1,2750,2750,0.64,0.703273,0.576182,6.42519,3.61417,10.5866,0.606915
1,2750,2750,0.64,0.703273,0.576182,6.4989,3.65563,10.3903,0.625478
1,2750,2750,0.64,0.703273,0.576182,6.20746,3.49169,9.69118,0.640527
1,2750,2750,0.64,0.703273,0.576182,6.35934,3.57713,10.1963,0.623693
1,2750,2750,0.64,0.703273,0.576182,6.46761,3.63803,9.94154,0.650565
1,2750,2750,0.64,0.703273,0.576182,6.38627,3.59228,9.63229,0.663007
1,2750,2750,0.64,0.703273,0.576182,6.22685,3.5026,9.86596,0.631145
1,2750,2750,0.64,0.703273,0.576182,6.54537,3.68177,10.4019,0.629248
1,2750,2750,0.64,0.703273,0.576182,6.32372,3.55709,10.0246,0.630818
1,2750,2750,0.64,0.703273,0.576182,6.32944,3.56031,9.67813,0.653994
1,2750,2750,0.64,0.703273,0.576182,6.37729,3.58722,9.92166,0.642764
1,2750,2750,0.64,0.703273,0.576182,6.40814,3.60458,10.286,0.622997
1,2750,2750,0.64,0.703273,0.576182,6.53335,3.67501,10.2551,0.637085
1,2750,2750,0.64,0.703273,0.576182,6.38504,3.59159,10.1457,0.629334
1,2750,2750,0.64,0.703273,0.576182,6.49602,3.65401,10.2796,0.631932
1,2750,2750,0.64,0.703273,0.576182,6.53006,3.67316,10.076,0.648081
1,2750,2750,0.64,0.703273,0.576182,6.27691,3.53076,10.0393,0.625232
1,2750,2750,0.64,0.703273,0.576182,6.14366,3.45581,9.42602,0.651776
1,2750,2750,0.64,0.703273,0.576182,6.24005,3.51003,9.68796,0.644103
1,2750,2750,0.64,0.703273,0.576182,6.39467,3.597,9.86096,0.648484
1,2750,2750,0.64,0.703273,0.576182,6.27517,3.52978,9.59053,0.654309
1,2750,2750,0.64,0.703273,0.576182,6.14518,3.45666,9.70461,0.633222
1,2750,2750,0.64,0.703273,0.576182,6.30254,3.54518,10.1002,0.624002
1,2750,2750,0.64,0.703273,0.576182,6.51161,3.66278,9.74533,0.668177
1,2750,2750,0.64,0.703273,0.576182,6.01901,3.3857,9.50866,0.633003
1,2750,2750,0.64,0.703273,0.576182,6.37377,3.58525,10.0337,0.635237
1,2750,2750,0.64,0.703273,0.576182,6.37693,3.58702,9.87995,0.645441
1,2750,2750,0.64,0.703273,0.576182,6.53486,3.67586,10.1838,0.641693
1,2750,2750,0.64,0.703273,0.576182,6.19838,3.48659,9.82174,0.631088
1,2750,2750,0.64,0.703273,0.576182,6.55576,3.68761,10.1303,0.647146
1,2750,2750,0.64,0.703273,0.576182,6.23736,3.50852,9.75303,0.639531
1,2750,2750,0.64,0.703273,0.576182,6.19097,3.48242,9.63628,0.642464
1,2750,2750,0.64,0.703273,0.576182,6.56379,3.69213,10.1323,0.647809
1,2750,2750,0.64,0.703273,0.576182,6.48412,3.64732,9.79737,0.661822
1,2750,2750,0.64,0.703273,0.576182,6.22258,3.5002,9.98858,0.62297
1,2750,2750,0.64,0.703273,0.576182,6.31788,3.55381,10.0007,0.631742
1,2750,2750,0.64,0.703273,0.576182,6.55548,3.68746,10.2129,0.641884
1,2750,2750,0.64,0.703273,0.576182,6.48659,3.64871,10.0637,0.644554
1,2750,2750,0.64,0.703273,0.576182,6.20367,3.48957,9.7389,0.636999
1,2750,2750,0.64,0.703273,0.576182,6.48845,3.64975,9.81516,0.661064
1,2750,2750,0.64,0.703273,0.576182,6.36428,3.57991,9.77801,0.650877
1,2750,2750,0.64,0.703273,0.576182,6.353,3.57356,9.92125,0.640342
1,2750,2750,0.64,0.703273,0.576182,6.52895,3.67254,10.3338,0.631804
1,2750,2750,0.64,0.703273,0.576182,6.60617,3.71597,10.6083,0.622733
1,2750,2750,0.64,0.703273,0.576182,6.54352,3.68073,10.4946,0.623515
1,2750,2750,0.64,0.703273,0.576182,6.54943,3.68406,10.2318,0.640108
1,2750,2750,0.64,0.703273,0.576182,6.43441,3.61936,10.4431,0.616138
1,2750,2750,0.64,0.703273,0.576182,6.7196,3.77977,10.5041,0.63971
1,2750,2750,0.64,0.703273,0.576182,5.93099,3.33618,9.57726,0.619279
1,2750,2750,0.64,0.703273,0.576182,6.55412,3.68669,10.3585,0.632731
