gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
2562031389		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:1185?seid=2535364									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 20:30:00.0			http://arctos.database.museum/guid/UCM:Mamm:1185												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=male ; unformatted measurements=L = 592 mm ; total length=592 mm; verbatim collector=R. Hubbard	http://arctos.database.museum/guid/UCM:Mamm:1185?seid=2535364	UCM:Mamm:1185		Collector(s): Ralph B. Hubbard Jr.	1			male				wild caught		skin, study								http://arctos.database.museum/guid/UCM:Mamm:1185					<i>Lepus townsendii campanius</i> (accepted ID) identified by Ralph B. Hubbard Jr. on 1917; method: unknown Remark: Former nature_of_id: legacy.						1917-11-27			331	1917	11	27	27 November 1917										North America, United States, Colorado, Boulder County	North America				United States		Colorado	Boulder County		near Green Mountain Cemetery	Colorado, Boulder county, near Green Mountain Cemetery									Leslie Johnson	LatLongRemarks: TRS Data: 1S, 71W, 12; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 474288; UTM_NS: 4425308															Leslie Johnson	1917-11-27 00:00:00.0			unverified																					A		Ralph B. Hubbard Jr.	1917		unknown	Former nature_of_id: legacy.									Lepus townsendii campanius							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN					
2562031213		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:7898?seid=2534167									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 11:46:09.0			http://arctos.database.museum/guid/UCM:Mamm:7898												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=601-0-165-0, 6 3/8 lbs. ; hind foot with claw=165 mm; weight=6.375 lb; total length=601 mm	http://arctos.database.museum/guid/UCM:Mamm:7898?seid=2534167	UCM:Mamm:7898		Collector(s): unknown	1			female				wild caught		skull; skin, study						original identifier=ERW 2042		http://arctos.database.museum/guid/UCM:Mamm:7898					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 1907; method: unknown Remark: Former nature_of_id: legacy.						1907-04-13			103	1907	04	13	13 April 1907										North America, United States, Colorado, Grand County	North America				United States		Colorado	Grand County		Hot Sulphur Springs, 7665'	Colorado, Grand county, Hot Sulphur Springs, 7665'	2336.292	2336.292							Todd Fielder	Locality originally recorded as Sulphur Springs; LatLongRemarks: TRS Data: 1N, 78W, 2; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 406011; UTM_NS: 4436238															Todd Fielder	1907-04-13 00:00:00.0			unverified																					A		unknown	1907		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562031016		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:7890?seid=2537297									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 21:48:03.0			http://arctos.database.museum/guid/UCM:Mamm:7890												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=male ; total length=578 mm; hind foot with claw=152 mm; weight=6 lb; unformatted measurements=578-0-152-0, 6 lbs.	http://arctos.database.museum/guid/UCM:Mamm:7890?seid=2537297	UCM:Mamm:7890	ERW 1813	Collector(s): Edward R. Warren, J. W. Frey	1			male				wild caught		skull; skin, study						collector number=ERW 1813		http://arctos.database.museum/guid/UCM:Mamm:7890					<i>Lepus townsendii townsendii</i> (accepted ID) identified by Edward R. Warren on 1907; method: unknown Remark: Former nature_of_id: legacy.						1907-01-12			12	1907	01	12	12 January 1907										North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Villa Grove, 7975'	Colorado, Saguache county, Villa Grove, 7975'	2430.78	2430.78							Todd Fielder	LatLongRemarks: I put pont at Villa Grove ppl from GNIS TF; TRS Data: 46S, 9E, 11; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 416993; UTM_NS: 4233618															Todd Fielder	1907-01-12 00:00:00.0			unverified																					A	"voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii townsendii"">Lepus townsendii townsendii</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>"	Edward R. Warren	1907		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562030785		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:7916?seid=2537994									en	http://creativecommons.org/licenses/by/3.0/			2020-02-01 02:02:00.0			http://arctos.database.museum/guid/UCM:Mamm:7916												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=640-0-150-0 ; hind foot with claw=150 mm; total length=640 mm	http://arctos.database.museum/guid/UCM:Mamm:7916?seid=2537994	UCM:Mamm:7916		Collector(s): C. H. Smith	1			female				wild caught		skull; skin, study						original identifier=78; secondary identifier=ERW 2852		http://arctos.database.museum/guid/UCM:Mamm:7916					<i>Lepus townsendii townsendii</i> (accepted ID) identified by C. H. Smith on 1908; method: unknown Remark: Former nature_of_id: legacy.						1908-02-04			35	1908	02	04	4 February 1908										North America, United States, Colorado, Montrose County	North America				United States		Colorado	Montrose County		Coventry, 6800'	Colorado, Montrose county, Coventry, 6800'	2072.64	2072.64							Todd Fielder	LatLongRemarks: The Coventry UTM is fine, but the Range is 14W not 99W RA; TRS Data: 45N, 14W, 11/14; Confidence Value: 4; UTM Zone: 12; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 730064; UTM_NS: 4226620															Todd Fielder	1908-02-04 00:00:00.0			unverified																					A	"voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii townsendii"">Lepus townsendii townsendii</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>"	C. H. Smith	1908		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562030440		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:7889?seid=2537296									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 21:48:03.0			http://arctos.database.museum/guid/UCM:Mamm:7889												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female ; total length=570 mm; hind foot with claw=138 mm; weight=6 lb; unformatted measurements=570-0-138-0, 6 lbs	http://arctos.database.museum/guid/UCM:Mamm:7889?seid=2537296	UCM:Mamm:7889	ERW 1811	Collector(s): Edward R. Warren, J. W. Frey	1			female				wild caught		skin, study						collector number=ERW 1811		http://arctos.database.museum/guid/UCM:Mamm:7889					<i>Lepus townsendii townsendii</i> (accepted ID) identified by Edward R. Warren on 1907; method: unknown Remark: Former nature_of_id: legacy.						1907-01-12			12	1907	01	12	12 January 1907										North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Villa Grove, 7975'	Colorado, Saguache county, Villa Grove, 7975'	2430.78	2430.78							Todd Fielder	LatLongRemarks: I put pont at Villa Grove ppl from GNIS TF; TRS Data: 46S, 9E, 11; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 416993; UTM_NS: 4233618															Todd Fielder	1907-01-12 00:00:00.0			unverified																					A	"voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii townsendii"">Lepus townsendii townsendii</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>"	Edward R. Warren	1907		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562030349		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:22473?seid=3566577									en	http://creativecommons.org/licenses/by/3.0/			2020-02-06 03:43:04.0			http://arctos.database.museum/guid/UCM:Mamm:22473												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen			sex=female	http://arctos.database.museum/guid/UCM:Mamm:22473?seid=3566577	UCM:Mamm:22473		Collector(s): D. A. Spencer, B. E. Ludeman	1			female				wild caught		skull						original identifier=724 (almost certainly DAS 724)	Specimen found without a catalog number May 2, 2017. Rehoused in archival box. Verbatim box label: '724 Lepus townsendii campania female skull only Buchanan, No. Dakota'. This skull is almost certainly part of the B.E. Ludeman and D.A. Spencer collections, as the handwriting, original box type, and locality align with their travel timeline and hundreds of other specimens in their collection. The ledger does not have an entry for DAS 724, though all other collector number surrounding 724 are North Dakota mammals taken by Ludeman and Spencer. It appears that this skull was never cataloged in the UCM Mammal collection and after exhausting all queries, was assigned a new catalog number. - EMB 2017-05-03	http://arctos.database.museum/guid/UCM:Mamm:22473					<i>Lepus townsendii campanius</i> (accepted ID) identified by unknown; method: unknown Remark: Former nature_of_id: legacy.						1935-04-01/1935-05-31	1935-04-01/1935-05-31						April-May, 1935										North America, United States, North Dakota, Stutsman County	North America				United States		North Dakota	Stutsman County		Buchanan	Buchanan, No. Dakota									Emily Braker	possibly 3 mi. northwest of Buchanan per other specimens collected at this time															Emily Braker	2017-05-02 00:00:00.0			unverified																					A		unknown			unknown	Former nature_of_id: legacy.									Lepus townsendii campanius							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN					
2562030182		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:1189?seid=2525871									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 19:57:08.0			http://arctos.database.museum/guid/UCM:Mamm:1189												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=L= 571.5 mm ; total length=571.5 mm; verbatim collector=R. Hubbard	http://arctos.database.museum/guid/UCM:Mamm:1189?seid=2525871	UCM:Mamm:1189		Collector(s): Ralph B. Hubbard Jr.	1			female				wild caught		skull; skin, study								http://arctos.database.museum/guid/UCM:Mamm:1189					<i>Lepus townsendii campanius</i> (accepted ID) identified by Ralph B. Hubbard Jr. on 1917; method: unknown Remark: Former nature_of_id: legacy.						1917-12-15			349	1917	12	15	15 December 1917										North America, United States, Colorado, Elbert County	North America				United States		Colorado	Elbert County		2 mi. S. of Kiowa	Colorado, Elbert county, 2 mi. S. of Kiowa									Ryan Allen	Originally no county info; LatLongRemarks: TRS Data: 8S, 63W, 29; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 546215; UTM_NS: 4352020															Ryan Allen	1917-12-15 00:00:00.0			unverified																					A	"voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>"	Ralph B. Hubbard Jr.	1917		unknown	Former nature_of_id: legacy.									Lepus townsendii campanius							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN					
2562030082		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:3710?seid=2525994									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 20:24:10.0			http://arctos.database.museum/guid/UCM:Mamm:3710												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female	http://arctos.database.museum/guid/UCM:Mamm:3710?seid=2525994	UCM:Mamm:3710		Collector(s): N. Wigutoff	1			female				wild caught		skin, study								http://arctos.database.museum/guid/UCM:Mamm:3710					<i>Lepus townsendii townsendii</i> (accepted ID) identified by N. Wigutoff on 1939; method: unknown Remark: Former nature_of_id: legacy.						1939-04-10			100	1939	04	10	10 April 1939										North America, United States, Colorado, Jackson County	North America				United States		Colorado	Jackson County		22 miles N of Kremmling	Colorado, Jackson county, 22 miles N of Kremmling									Ryan Allen	Originally no County info; LatLongRemarks: TRS Data: 5N, 80W, 6; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 382147; UTM_NS: 4470402															Ryan Allen	1939-04-10 00:00:00.0			unverified																					A		N. Wigutoff	1939		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562029983		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:7888?seid=2528332									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 07:30:01.0			http://arctos.database.museum/guid/UCM:Mamm:7888												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=630-0-159-0 ; hind foot with claw=159 mm; total length=630 mm	http://arctos.database.museum/guid/UCM:Mamm:7888?seid=2528332	UCM:Mamm:7888		Collector(s): C. H. Smith	1			female				wild caught		skin, study						original identifier=17; secondary identifier=ERW 1779		http://arctos.database.museum/guid/UCM:Mamm:7888					<i>Lepus townsendii townsendii</i> (accepted ID) identified by C. H. Smith on 1906; method: unknown Remark: Former nature_of_id: legacy.						1906-12-17			351	1906	12	17	17 December 1906										North America, United States, Colorado, Montrose County	North America				United States		Colorado	Montrose County		Coventry, 6800'	Colorado, Montrose county, Coventry, 6800'	2072.64	2072.64							Todd Fielder	LatLongRemarks: The Coventry UTM is fine, but the Range is 14W not 99W RA; TRS Data: 45N, 14W, 11/14; Confidence Value: 4; UTM Zone: 12; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 730064; UTM_NS: 4226620															Todd Fielder	1906-12-17 00:00:00.0			unverified																					A	"voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii townsendii"">Lepus townsendii townsendii</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>"	C. H. Smith	1906		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562029881		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:1184?seid=2534638									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 13:12:01.0			http://arctos.database.museum/guid/UCM:Mamm:1184												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=L= 617 mm ; total length=617 mm	http://arctos.database.museum/guid/UCM:Mamm:1184?seid=2534638	UCM:Mamm:1184		Collector(s): D. M. Andrews	1			female				wild caught		skull; skin, study								http://arctos.database.museum/guid/UCM:Mamm:1184					<i>Lepus townsendii campanius</i> (accepted ID) identified by D. M. Andrews on 1917; method: unknown Remark: Former nature_of_id: legacy.						1917-11-25			329	1917	11	25	25 November 1917										North America, United States, Colorado, Weld County	North America				United States		Colorado	Weld County		Lupton	Colorado, Weld county, Lupton									Leslie Johnson	Originally no county info; LatLongRemarks: TRS Data: 1N, 66W, 6; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 515985; UTM_NS: 4436967															Leslie Johnson	1917-11-25 00:00:00.0			unverified																					A		D. M. Andrews	1917		unknown	Former nature_of_id: legacy.									Lepus townsendii campanius							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN					
2562029658		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:1193?seid=2526794									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 20:02:01.0			http://arctos.database.museum/guid/UCM:Mamm:1193												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		unformatted measurements=L= 629 mm ; total length=629 mm	http://arctos.database.museum/guid/UCM:Mamm:1193?seid=2526794	UCM:Mamm:1193		Collector(s): D. M. Andrews	1							wild caught		skin, study							EXCHANGED: Sent to E.P. Walker in exchange, June 1918	http://arctos.database.museum/guid/UCM:Mamm:1193					<i>Lepus campestris</i> (accepted ID) identified by D. M. Andrews on 1918; method: unknown Remark: Former nature_of_id: legacy.						1918-02-22			53	1918	02	22	22 February 1918										North America, United States, Colorado, Weld County	North America				United States		Colorado	Weld County		6 mi. NE of Hudson	Colorado, Weld county, 6 mi. NE of Hudson									Ryan Allen	originally no County info; LatLongRemarks: TRS Data: 2N, 64W, 16; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 537279; UTM_NS: 4442625															Ryan Allen	1918-02-22 00:00:00.0			unverified																					A		D. M. Andrews	1918		unknown	Former nature_of_id: legacy.									Lepus campestris							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;  (Bachman 1837)	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		campestris		species				ICZN					
2562029435		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:13104?seid=2525441									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 17:40:06.0			http://arctos.database.museum/guid/UCM:Mamm:13104												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		verbatim collector=S. M. Sutton ; sex=male ; unformatted measurements=545-82-134-97 ; ear from notch=97 mm; hind foot with claw=134 mm; tail length=82 mm; total length=545 mm	http://arctos.database.museum/guid/UCM:Mamm:13104?seid=2525441	UCM:Mamm:13104		Collector(s): Sylvia M. Sutton	1			male				wild caught		skull; skin, study						preparator number=SMS 155	skull in Synoptic Teaching Collection	http://arctos.database.museum/guid/UCM:Mamm:13104					<i>Lepus townsendii campanius</i> (accepted ID) identified by Sylvia M. Sutton on 1960; method: unknown Remark: Former nature_of_id: legacy.						1960-09-13			257	1960	09	13	13 September 1960										North America, United States, Wyoming, Carbon County	North America				United States		Wyoming	Carbon County		1 mi N Rawlins	Wyoming, Carbon county, 1 mi N Rawlins									Ryan Allen	LatLongRemarks: I plotted the UTM 1 mile north of Rawlins; TRS Data: 21N, 87W, 8; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 314077; UTM_NS: 4630404															Ryan Allen	1960-09-13 00:00:00.0			unverified																					A		Sylvia M. Sutton	1960		unknown	Former nature_of_id: legacy.									Lepus townsendii campanius							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN					
2562029409		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:7886?seid=2537586									en	http://creativecommons.org/licenses/by/3.0/			2020-02-01 00:19:08.0			http://arctos.database.museum/guid/UCM:Mamm:7886												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		unformatted measurements=577-0-159-0 ; sex=male ; hind foot with claw=159 mm; total length=577 mm	http://arctos.database.museum/guid/UCM:Mamm:7886?seid=2537586	UCM:Mamm:7886		Collector(s): unknown	1			male				wild caught		skull; skin, study						original identifier=ERW 26		http://arctos.database.museum/guid/UCM:Mamm:7886					<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 1902; method: unknown Remark: Former nature_of_id: legacy.						1902-04-25			115	1902	04	25	25 April 1902										North America, United States, Colorado, Delta County	North America				United States		Colorado	Delta County		Watson and Frey Ranch, Crawford	Colorado, Delta county, Watson and Frey Ranch, Crawford									Todd Fielder	LatLongRemarks: TRS Data: 13S, 92W, 3; Confidence Value: 6; UTM Zone: 13; Confidence Value: 6; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 268741; UTM_NS: 4295453															Todd Fielder	1902-04-25 00:00:00.0			unverified																					A		unknown	1902		unknown	Former nature_of_id: legacy.									Lepus townsendii townsendii							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN					
2562029057		http://vertnet.org/resources/norms.html																								http://arctos.database.museum/guid/UCM:Mamm:13096?seid=2526663									en	http://creativecommons.org/licenses/by/3.0/			2020-01-31 19:33:04.0			http://arctos.database.museum/guid/UCM:Mamm:13096												PhysicalObject		UCM	95		UCM	Mammal specimens			PreservedSpecimen	mask part attribute location		sex=male ; weight=2190 g; ear from notch=105 mm; hind foot with claw=137 mm; tail length=110 mm; unformatted measurements=580-110-137-105=2190g ; total length=580 mm	http://arctos.database.museum/guid/UCM:Mamm:13096?seid=2526663	UCM:Mamm:13096		Collector(s): M. L. Pettigrew	1			male				wild caught		skull; skin, study						original identifier=Colorado State University: CSU 11530		http://arctos.database.museum/guid/UCM:Mamm:13096					<i>Lepus townsendii campanius</i> (accepted ID) identified by M. L. Pettigrew on 1966; method: unknown Remark: Former nature_of_id: legacy.						1966-11-27			331	1966	11	27	27 November 1966										North America, United States, Colorado, Larimer County	North America				United States		Colorado	Larimer County		4 mi N, 11 mi E Ft. Collins	Colorado, Larimer county, 4 mi N, 11 mi E Ft. Collins									Todd Fielder	LatLongRemarks: TRS Data: 8N, 67W, 22; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 510586; UTM_NS: 4498910															Todd Fielder	1966-11-27 00:00:00.0			unverified																					A		M. L. Pettigrew	1966		unknown	Former nature_of_id: legacy.									Lepus townsendii campanius							Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN					
